x,RFS_mode1,RFS_mode2,RFS_mode3,RFS_mode4,RFS_mode5,RFS_mode6,RFS_mode7,RFS_mode8,RFS_mode9,RFS_mode10,severity
0.000,9.067953000000e-04,9.067953000000e-04,9.067953000000e-04,9.067953000000e-04,9.067953000000e-04,9.067953000000e-04,9.067953000000e-04,9.067953000000e-04,9.067953000000e-04,9.067953000000e-04,9.067953000000e-04
0.002,9.018093380462e-04,8.895374537771e-04,8.785502121660e-04,8.673497255657e-04,8.562422756085e-04,8.452051246738e-04,8.342396844230e-04,8.233458962086e-04,8.125237727707e-04,8.017733416650e-04,9.067953000000e-04
0.004,8.968371216281e-04,8.724454201241e-04,8.507520661595e-04,8.287815097242e-04,8.071397278372e-04,7.857821558080e-04,7.647117095498e-04,7.439284571011e-04,7.234326251736e-04,7.032244855131e-04,9.067953000000e-04
0.006,8.918786512765e-04,8.555192191691e-04,8.234010147834e-04,7.910912196734e-04,7.594891536728e-04,7.285296166752e-04,6.982174362171e-04,6.685533265300e-04,6.395382693324e-04,6.111733292091e-04,9.067953000000e-04
0.008,8.869339278690e-04,8.387588835293e-04,7.964973008443e-04,7.542797375015e-04,7.132928279794e-04,6.734522847218e-04,6.347656079460e-04,5.972349940330e-04,5.608629671049e-04,5.256520781244e-04,9.067953000000e-04
0.010,8.820029526242e-04,8.221644575215e-04,7.700412471587e-04,7.183482073074e-04,6.685536208434e-04,6.205560019816e-04,5.743665421908e-04,5.299898683758e-04,4.874307448540e-04,4.466935580497e-04,9.067953000000e-04
0.012,8.770857270959e-04,8.057359963812e-04,7.440332467228e-04,6.832979835665e-04,6.252748205900e-04,5.698472045660e-04,5.170310740891e-04,4.668341763744e-04,4.192635768939e-04,3.743247582380e-04,9.067953000000e-04
0.014,8.721822531671e-04,7.894735654893e-04,7.184737530478e-04,6.491305807537e-04,5.834599625474e-04,5.213324715868e-04,4.627695540069e-04,4.077819908501e-04,3.563778475225e-04,3.085609275473e-04,9.067953000000e-04
0.016,8.672925330445e-04,7.733772396063e-04,6.933632706616e-04,6.158476242365e-04,5.431126636500e-04,4.750180939411e-04,4.115909003938e-04,3.528433921398e-04,2.987811027835e-04,2.494002486786e-04,9.067953000000e-04
0.018,8.624165692522e-04,7.574471021144e-04,6.687023457768e-04,5.834508024533e-04,5.042364629851e-04,4.309096634373e-04,3.635017096191e-04,3.020227679309e-04,2.464691036666e-04,1.968191160277e-04,9.067953000000e-04
0.020,8.575543646262e-04,7.416832442675e-04,6.444915571284e-04,5.519418203937e-04,4.668346684014e-04,3.890116827832e-04,3.185054245589e-04,2.553172563313e-04,1.994231924252e-04,1.507680416267e-04,9.067953000000e-04
0.022,8.527059223087e-04,7.260857644494e-04,6.207315069800e-04,5.213223544011e-04,4.309102093011e-04,3.493271969838e-04,2.766015637414e-04,2.127153370359e-04,1.576079830981e-04,1.111682112161e-04,9.067953000000e-04
0.024,8.478712457421e-04,7.106547674388e-04,5.974228123030e-04,4.915940083157e-04,3.964654957505e-04,3.118574467101e-04,2.377850128468e-04,1.741955752179e-04,1.209693862352e-04,7.790870881900e-05,9.067953000000e-04
0.026,8.430503386633e-04,6.953903636836e-04,5.745660961273e-04,4.627582709810e-04,3.635022840418e-04,2.766015442010e-04,2.020453802953e-04,1.397255223846e-04,8.943297628666e-05,5.084442345282e-05,9.067953000000e-04
0.028,8.382432050980e-04,6.802926685818e-04,5.521619790686e-04,4.348164751356e-04,3.320215488469e-04,2.435561722517e-04,1.693664185482e-04,1.092607778993e-04,6.290270819232e-05,2.979464597962e-05,9.067953000000e-04
