x,RFS_mode1,RFS_mode2,RFS_mode3,RFS_mode4,RFS_mode5,RFS_mode6,RFS_mode7,RFS_mode8,RFS_mode9,RFS_mode10,severity
0.000,7.374760000000e-03,7.374760000000e-03,7.374760000000e-03,7.374760000000e-03,7.374760000000e-03,7.374760000000e-03,7.374760000000e-03,7.374760000000e-03,7.374760000000e-03,7.374760000000e-03,7.374760000000e-03
0.002,7.334210305070e-03,7.234405860526e-03,7.145049122634e-03,7.053958111729e-03,6.963623746689e-03,6.873861107617e-03,6.784681675231e-03,6.696084972566e-03,6.608071103234e-03,6.520640291340e-03,7.374760000000e-03
0.004,7.293772399458e-03,7.095400236982e-03,6.918973121531e-03,6.740291581412e-03,6.564283889941e-03,6.390587612625e-03,6.219226463921e-03,6.050200997172e-03,5.883513056171e-03,5.719164850967e-03,7.374760000000e-03
0.006,7.253446287479e-03,6.957743293067e-03,6.696533239402e-03,6.433765021939e-03,6.176752604408e-03,5.924965729169e-03,5.678443657479e-03,5.437192198019e-03,5.201219334884e-03,4.970533726099e-03,7.374760000000e-03
0.008,7.213231976270e-03,6.821435294048e-03,6.477731450940e-03,6.134385607133e-03,5.801048391042e-03,5.477034311134e-03,5.162404364972e-03,4.857176415223e-03,4.561370989998e-03,4.275008835698e-03,7.374760000000e-03
0.010,7.173129475743e-03,6.686476600343e-03,6.262570381536e-03,5.842162641692e-03,5.437194591603e-03,5.046840870452e-03,4.671192495910e-03,4.310287097544e-03,3.964163422461e-03,3.632857144454e-03,7.374760000000e-03
0.012,7.133138798533e-03,6.552867661172e-03,6.051053227340e-03,5.557107141255e-03,5.085217949293e-03,4.634437750554e-03,4.204896170006e-03,3.796656213986e-03,3.409775344374e-03,3.044298149828e-03,7.374760000000e-03
0.014,7.093259959957e-03,6.420609008260e-03,5.843183676655e-03,5.279231422703e-03,4.745147216132e-03,4.239878457860e-03,3.763599564431e-03,3.316398215608e-03,2.898340005507e-03,2.509455867315e-03,7.374760000000e-03
0.016,7.053492977958e-03,6.289701249619e-03,5.638965832691e-03,5.008548704779e-03,4.417011807824e-03,3.863214154808e-03,3.347375210908e-03,2.869595083496e-03,2.429918776116e-03,2.028315517234e-03,7.374760000000e-03
0.018,7.013837873066e-03,6.160145063378e-03,5.438404137672e-03,4.745072719169e-03,4.100840506964e-03,3.504490318301e-03,2.956276756210e-03,2.456282501713e-03,2.004477181296e-03,1.600685120574e-03,7.374760000000e-03
0.020,6.974294668346e-03,6.031941191683e-03,5.241503298317e-03,4.488817332166e-03,3.796660215530e-03,3.163743567840e-03,2.590332200465e-03,2.076437195144e-03,1.621863481835e-03,1.226162202944e-03,7.374760000000e-03
0.022,6.934863389351e-03,5.905090434667e-03,5.048268212700e-03,4.239796177090e-03,3.504494757687e-03,2.840998667757e-03,2.249537627972e-03,1.729965471765e-03,1.281789891757e-03,9.041057858903e-04,7.374760000000e-03
0.024,6.895544064078e-03,5.779593644472e-03,4.858703898509e-03,3.998022297608e-03,3.224363733955e-03,2.536265708148e-03,1.933851445130e-03,1.416693007003e-03,9.838165138614e-04,6.336138149922e-04,7.374760000000e-03
0.026,6.856336722919e-03,5.655451719345e-03,4.672815422704e-03,3.763507802147e-03,2.956281427860e-03,2.249537469054e-03,1.643189139585e-03,1.136355904647e-03,7.273380620740e-04,4.135061356217e-04,7.374760000000e-03
