x,RFS_mode1,RFS_mode2,RFS_mode3,RFS_mode4,RFS_mode5,RFS_mode6,RFS_mode7,RFS_mode8,RFS_mode9,RFS_mode10,severity
0.000,1.142776000000e-02,1.142776000000e-02,1.142776000000e-02,1.142776000000e-02,1.142776000000e-02,1.142776000000e-02,1.142776000000e-02,1.142776000000e-02,1.142776000000e-02,1.142776000000e-02,1.142776000000e-02
0.002,1.136492511700e-02,1.121027042462e-02,1.107180526033e-02,1.093065270611e-02,1.079067263307e-02,1.065157849356e-02,1.051338807784e-02,1.037610064681e-02,1.023971636103e-02,1.010423556777e-02,1.142776000000e-02
0.004,1.130226346018e-02,1.099487047879e-02,1.072148304207e-02,1.044460220026e-02,1.017186469338e-02,9.902708901178e-03,9.637171571053e-03,9.375253560447e-03,9.116957726461e-03,8.862287493734e-03,1.142776000000e-02
0.006,1.123977503623e-02,1.078156041617e-02,1.037679527088e-02,9.969615630490e-03,9.571355046477e-03,9.181191843690e-03,8.799186860480e-03,8.425349097846e-03,8.059690927761e-03,7.702225766502e-03,1.142776000000e-02
0.008,1.117745985620e-02,1.057034064782e-02,1.003774500672e-02,9.505704113188e-03,8.989172361028e-03,8.487087528191e-03,7.999544135111e-03,7.526569861368e-03,7.068196516857e-03,6.624456249726e-03,1.142776000000e-02
0.010,1.111531793546e-02,1.036121173222e-02,9.704336317833e-03,9.052882066701e-03,8.425352806890e-03,7.820469578091e-03,7.238373419211e-03,6.679122640171e-03,6.142777282605e-03,5.629392625808e-03,1.142776000000e-02
0.012,1.105334929358e-02,1.015417436549e-02,9.376574156889e-03,8.611166560613e-03,7.879937824717e-03,7.181419103574e-03,6.515811261077e-03,5.883211930415e-03,5.283710153201e-03,4.717375023009e-03,1.142776000000e-02
0.014,1.099155395430e-02,9.949229371564e-03,9.054464239206e-03,8.180576680883e-03,7.352971967985e-03,6.570019016971e-03,5.831988099738e-03,5.139015082849e-03,4.491201609453e-03,3.888595612910e-03,1.142776000000e-02
0.016,1.092993194542e-02,9.746377692610e-03,8.738012923022e-03,7.761132910973e-03,6.844500818600e-03,5.986348598429e-03,5.187016328695e-03,4.446659133500e-03,3.765346749311e-03,3.143031493259e-03,1.142776000000e-02
0.018,1.086848329875e-02,9.545620379438e-03,8.427227091908e-03,7.352856529190e-03,6.354568977412e-03,5.430478317921e-03,4.580979077766e-03,3.806199377577e-03,3.106092151246e-03,2.480385177754e-03,1.142776000000e-02
0.020,1.080720805004e-02,9.346958582065e-03,8.122114039287e-03,6.955769022427e-03,5.883218131116e-03,4.902464920189e-03,4.013919735311e-03,3.217599748491e-03,2.513202683636e-03,1.900033001252e-03,1.142776000000e-02
0.022,1.074610623889e-02,9.150393540355e-03,7.822681355104e-03,6.569891516565e-03,5.430485197092e-03,4.402346779481e-03,3.485832233649e-03,2.680715063219e-03,1.986232399892e-03,1.400981718153e-03,1.142776000000e-02
0.024,1.068517790867e-02,8.955926574770e-03,7.528936814652e-03,6.195244223773e-03,4.996400547861e-03,3.930139531178e-03,2.996652120286e-03,2.195275192374e-03,1.524499645337e-03,9.818335254863e-04,1.142776000000e-02
0.026,1.062442310647e-02,8.763559077212e-03,7.240888269580e-03,5.831845906994e-03,4.580986316848e-03,3.485831987394e-03,2.546248436801e-03,1.760871208404e-03,1.127066482468e-03,6.407596825405e-04,1.142776000000e-02
0.028,1.056384188305e-02,8.573292501970e-03,6.958543541107e-03,5.479713361876e-03,4.184254787217e-03,3.069382343525e-03,2.134416425877e-03,1.376943558537e-03,7.927225169471e-04,3.754828278665e-04,1.142776000000e-02
0.030,1.050343429269e-02,8.385128356766e-03,6.681910315466e-03,5.138860916462e-03,3.806206865502e-03,2.680714682456e-03,1.760871085058e-03,1.042772300691e-03,5.199731781042e-04,1.832680143273e-04,1.142776000000e-02
0.032,1.044320039318e-02,8.199068193899e-03,6.410996041595e-03,4.809299948919e-03,3.446830641773e-03,2.319715782777e-03,1.425241583424e-03,7.574694306262e-04,3.070324756719e-04,6.092239567492e-05,1.142776000000e-02
0.034,1.038314024576e-02,8.015113601501e-03,6.145807831114e-03,4.491038423614e-03,3.106100038014e-03,1.986232236819e-03,1.127066554570e-03,5.199733174895e-04,1.518202195442e-04,4.803406052935e-06,1.142776000000e-02
0.036,1.032325391500e-02,7.833266194879e-03,5.886352360605e-03,4.184080445836e-03,2.783973546343e-03,1.680067883760e-03,8.657902760563e-04,3.290452527014e-04,5.196365233014e-05,1.083517894327e-05,1.142776000000e-02
0.038,1.026354146875e-02,7.653527607973e-03,5.632635776223e-03,3.888425835460e-03,2.480393058597e-03,1.400981562304e-03,6.407597419291e-04,1.832681040739e-04,4.803405998402e-06,7.453285644475e-05,1.142776000000e-02
0.040,1.020400297806e-02,7.475899484911e-03,5.384663600673e-03,3.604069719861e-03,2.195282788732e-03,1.148685186647e-03,4.512226310891e-04,8.104705334930e-05,7.403654701872e-06,1.910343453540e-04,1.142776000000e-02
0.042,1.014463851716e-02,7.300383471670e-03,5.142440642568e-03,3.331002146351e-03,1.928548289341e-03,9.228421485855e-04,2.963261701682e-04,2.061238120569e-05,5.656629657287e-05,3.551389852037e-04,1.142776000000e-02
0.044,1.008544816330e-02,7.126981207837e-03,4.905970908217e-03,3.069207714432e-03,1.680075563472e-03,7.230660476285e-04,1.751168852955e-04,2.424936004104e-08,1.488489585499e-04,5.613525069693e-04,1.142776000000e-02
0.046,1.002643199677e-02,6.955694318483e-03,4.675257515844e-03,2.818665228125e-03,1.449730272770e-03,5.489197499899e-04,8.654123269102e-05,1.717941493844e-05,2.805865807404e-04,8.039375812216e-04,1.142776000000e-02
0.048,9.967590100748e-03,6.786524406135e-03,4.450302612295e-03,2.579347368649e-03,1.237357042795e-03,3.999147762500e-04,2.944709348139e-05,6.981979793242e-05,4.479163010292e-04,1.076969182592e-03,1.142776000000e-02
0.050,9.908922561304e-03,6.619473042860e-03,4.231107292239e-03,2.351220387673e-03,1.042778866206e-03,2.755110163603e-04,2.586113532502e-06,1.555428085167e-04,6.468053271540e-04,1.374393934847e-03,1.142776000000e-02
0.052,9.850429467279e-03,6.454541762450e-03,4.017671519911e-03,2.134243821378e-03,8.657966042815e-04,1.751167695105e-04,4.616864487030e-06,2.718133274313e-04,8.730814527903e-04,1.690092548844e-03,1.142776000000e-02
0.054,9.792110910236e-03,6.291732052723e-03,3.809994053401e-03,1.928370225543e-03,7.061885870663e-04,9.808910519593e-05,3.410879761690e-05,4.159772196950e-04,1.122465846777e-03,2.017944425064e-03,1.142776000000e-02
0.056,9.733966984388e-03,6.131045347923e-03,3.608072371542e-03,1.733544931831e-03,5.637103122203e-04,4.373454062309e-05,8.954695760368e-05,5.852762497679e-04,1.390607720881e-03,2.351893464207e-03,1.142776000000e-02
0.058,9.675997786529e-03,5.972483021241e-03,3.411902603408e-03,1.549705825449e-03,4.380942424124e-04,1.131002837695e-05,1.693374189791e-04,7.768642550645e-04,1.673120461796e-03,2.686014113888e-03,1.142776000000e-02
0.060,9.618203415962e-03,5.816046377432e-03,3.221479460451e-03,1.376783144328e-03,3.290497008897e-04,2.424706588141e-08,2.718134037353e-04,9.878244245617e-04,1.965618797697e-03,3.014576677346e-03,1.142776000000e-02
