x,RFS_mode1,RFS_mode2,RFS_mode3,RFS_mode4,RFS_mode5,RFS_mode6,RFS_mode7,RFS_mode8,RFS_mode9,RFS_mode10,severity
0.000,3.308325000000e-04,3.308325000000e-04,3.308325000000e-04,3.308325000000e-04,3.308325000000e-04,3.308325000000e-04,3.308325000000e-04,3.308325000000e-04,3.308325000000e-04,3.308325000000e-04,3.308325000000e-04
0.002,3.290134364714e-04,3.245361987173e-04,3.205276461693e-04,3.164412939538e-04,3.123888849504e-04,3.083621236333e-04,3.043615250287e-04,3.003870677400e-04,2.964387564152e-04,2.925166011077e-04,3.308325000000e-04
0.004,3.271993878233e-04,3.183003919994e-04,3.103858532656e-04,3.023701808069e-04,2.944744574765e-04,2.866824244252e-04,2.789951454861e-04,2.714126454823e-04,2.639350071264e-04,2.565623295616e-04,3.308325000000e-04
0.006,3.253903542491e-04,3.121250871898e-04,3.004071770369e-04,2.886193674941e-04,2.770897637344e-04,2.657945783450e-04,2.547355725899e-04,2.439130070472e-04,2.333272398841e-04,2.229786595007e-04,3.308325000000e-04
0.008,3.235863360692e-04,3.060102961883e-04,2.905917060681e-04,2.751891758338e-04,2.602356336789e-04,2.457003283820e-04,2.315859963001e-04,2.178934387545e-04,2.046235766382e-04,1.917773406370e-04,3.308325000000e-04
0.010,3.217873337280e-04,2.999560351636e-04,2.809395581347e-04,2.620800232357e-04,2.439131144236e-04,2.264018059264e-04,2.095501808063e-04,1.933599271296e-04,1.778327830955e-04,1.629703490341e-04,3.308325000000e-04
0.012,3.199933477924e-04,2.939623242674e-04,2.714508766162e-04,2.492924038625e-04,2.281234056714e-04,2.079013591100e-04,1.886320791678e-04,1.703183923156e-04,1.529628762994e-04,1.365675313709e-04,3.308325000000e-04
0.014,3.182043789496e-04,2.880291873533e-04,2.621258269702e-04,2.368268702509e-04,2.128677972410e-04,1.902013882364e-04,1.688354675813e-04,1.487739685990e-04,1.300198338484e-04,1.125744509955e-04,3.308325000000e-04
0.016,3.164204280045e-04,2.821566516964e-04,2.529645932673e-04,2.246840153949e-04,1.981476087238e-04,1.733041884577e-04,1.501635998274e-04,1.287303336598e-04,1.090064088187e-04,9.099044488977e-05,3.308325000000e-04
0.018,3.146414958780e-04,2.763447477179e-04,2.439673747859e-04,2.128644552995e-04,1.839641313100e-04,1.572117998727e-04,1.326188825058e-04,1.101890882887e-04,8.992105466226e-05,7.180690085539e-05,3.308325000000e-04
0.020,3.128675836048e-04,2.705935087104e-04,2.351343826701e-04,2.013688120080e-04,1.703185718253e-04,1.419258652359e-04,1.162025717054e-04,9.314918836173e-05,7.275696434244e-05,5.500576384932e-05,3.308325000000e-04
0.022,3.110986923313e-04,2.649029705681e-04,2.264658366480e-04,1.901976971125e-04,1.572119990240e-04,1.274474954779e-04,1.009144917673e-04,7.760643084491e-05,5.750122775043e-05,4.055827951154e-05,3.308325000000e-04
0.024,3.093348233135e-04,2.592731715181e-04,2.179619618135e-04,1.793516957533e-04,1.446452921876e-04,1.137771432414e-04,8.675277679831e-05,6.355299551978e-05,4.413411105203e-05,2.842398158698e-05,3.308325000000e-04
0.026,3.075759779146e-04,2.537041518558e-04,2.096229854710e-04,1.688313511157e-04,1.326190920765e-04,1.009144846383e-04,7.371363556532e-05,5.097704397487e-05,3.262846105109e-05,1.854992821639e-05,3.308325000000e-04
0.028,3.058221576034e-04,2.481959536828e-04,2.014491340441e-04,1.586371494320e-04,1.211337542871e-04,8.885830942934e-05,6.179114036469e-05,3.986237721387e-05,2.294923695352e-05,1.087019001538e-05,3.308325000000e-04
0.030,3.040733639519e-04,2.427486206474e-04,1.934406300484e-04,1.487695054976e-04,1.101893050634e-04,7.760641982189e-05,5.097704040403e-05,3.018815298609e-05,1.505317108910e-05,5.305590540047e-06,3.308325000000e-04
0.032,3.023295986333e-04,2.373621976886e-04,1.855976891299e-04,1.392287487094e-04,9.978539961412e-05,6.715553806744e-05,4.126060016557e-05,2.192866365829e-05,8.888559219630e-06,1.763697213375e-06,3.308325000000e-04
0.034,3.005908634200e-04,2.320367307826e-04,1.779205171693e-04,1.300151096348e-04,8.992128298338e-05,5.750122302948e-05,3.262846313843e-05,1.505317512429e-05,4.395180051241e-06,1.390581210148e-07,3.308325000000e-04
0.036,2.988571601814e-04,2.267722666924e-04,1.704093074531e-04,1.211287071217e-04,8.059575352216e-05,4.863779587199e-05,2.506454121397e-05,9.525826895590e-06,1.504342496649e-06,3.136773381440e-07,3.308325000000e-04
0.038,2.971284908817e-04,2.215688527205e-04,1.630642379117e-04,1.125695359554e-04,7.180712900500e-05,4.055827499972e-05,1.854992993568e-05,5.305593138202e-06,1.390581194360e-07,2.157718680630e-06,3.308325000000e-04
0.040,2.954048575784e-04,2.164265364640e-04,1.558854684268e-04,1.043374550740e-04,6.355321543357e-05,3.325432035774e-05,1.306284968356e-05,2.346304024339e-06,2.143350572778e-07,5.530425040368e-06,3.308325000000e-04
