x,RFS_mode1,RFS_mode2,RFS_mode3,RFS_mode4,RFS_mode5,RFS_mode6,RFS_mode7,RFS_mode8,RFS_mode9,RFS_mode10,severity
0.000,1.307260000000e-02,1.307260000000e-02,1.307260000000e-02,1.307260000000e-02,1.307260000000e-02,1.307260000000e-02,1.307260000000e-02,1.307260000000e-02,1.307260000000e-02,1.307260000000e-02,1.307260000000e-02
0.002,1.300072105859e-02,1.282380634113e-02,1.266541137075e-02,1.250394220441e-02,1.234381427883e-02,1.218469980249e-02,1.202661912627e-02,1.186957140468e-02,1.171355682139e-02,1.155857577366e-02,1.307260000000e-02
0.004,1.292904027645e-02,1.257740307996e-02,1.226466597266e-02,1.194793264149e-02,1.163593901085e-02,1.132804262441e-02,1.102428551875e-02,1.072466867473e-02,1.042919536068e-02,1.013786949416e-02,1.307260000000e-02
0.006,1.285755766122e-02,1.233339050667e-02,1.187036600858e-02,1.140457948812e-02,1.094899577700e-02,1.050267493330e-02,1.006568655207e-02,9.638040929850e-03,9.219752219354e-03,8.810835767917e-03,1.307260000000e-02
0.008,1.278627322557e-02,1.209176909146e-02,1.148251497887e-02,1.087389546071e-02,1.028301737233e-02,9.708665602098e-03,9.150948275134e-03,8.609897055042e-03,8.085548330230e-03,7.577938876050e-03,1.307260000000e-02
0.010,1.271518698705e-02,1.185253947324e-02,1.110111753734e-02,1.035589705289e-02,9.638045172750e-03,8.946098851092e-03,8.280219427078e-03,7.640473603392e-03,7.026930063686e-03,6.439652043807e-03,1.307260000000e-02
0.012,1.264429896806e-02,1.161570244827e-02,1.072617934953e-02,9.850603791143e-03,9.014126583634e-03,8.215067464961e-03,7.453656210102e-03,6.730004504955e-03,6.044214207223e-03,5.396364355375e-03,1.307260000000e-02
0.014,1.257360919576e-02,1.138125895912e-02,1.035770695337e-02,9.358037508532e-03,8.411312571203e-03,7.515666289917e-03,6.671407837812e-03,5.878692637232e-03,5.137636961201e-03,4.448295642307e-03,1.307260000000e-02
0.016,1.250311770195e-02,1.114921008355e-02,9.995707622273e-03,8.878221636785e-03,7.829655278132e-03,6.847986017191e-03,5.933602880924e-03,5.086683321018e-03,4.307307111371e-03,3.595419705942e-03,1.307260000000e-02
0.018,1.243282452303e-02,1.091955702362e-02,9.640189230582e-03,8.411180516872e-03,7.269205724842e-03,6.212107259765e-03,5.240336434437e-03,4.354039810367e-03,3.553163547045e-03,2.837396241670e-03,1.307260000000e-02
