x,RFS_mode1,RFS_mode2,RFS_mode3,RFS_mode4,RFS_mode5,RFS_mode6,RFS_mode7,RFS_mode8,RFS_mode9,RFS_mode10,severity
0.000,3.622794000000e-03,3.622794000000e-03,3.622794000000e-03,3.622794000000e-03,3.622794000000e-03,3.622794000000e-03,3.622794000000e-03,3.622794000000e-03,3.622794000000e-03,3.622794000000e-03,3.622794000000e-03
0.002,3.602874274952e-03,3.553846110935e-03,3.509950302272e-03,3.465202545361e-03,3.420826484898e-03,3.376731280409e-03,3.332922571709e-03,3.289400124492e-03,3.246163989658e-03,3.203214277295e-03,3.622794000000e-03
0.004,3.583009465545e-03,3.485560669925e-03,3.398892209488e-03,3.311116280311e-03,3.224653858672e-03,3.139326901417e-03,3.055147058092e-03,2.972114600522e-03,2.890230434457e-03,2.809495645566e-03,3.622794000000e-03
0.006,3.563199573898e-03,3.417937757386e-03,3.289620332120e-03,3.160537470899e-03,3.034282102026e-03,2.910593740520e-03,2.789491673173e-03,2.670978753455e-03,2.555058903490e-03,2.441736376466e-03,3.622794000000e-03
0.008,3.543444603518e-03,3.350977503629e-03,3.182135640221e-03,3.013469641210e-03,2.849720303410e-03,2.690550884391e-03,2.535991348734e-03,2.386050471339e-03,2.240738336480e-03,2.100065135667e-03,3.622794000000e-03
0.010,3.523744559273e-03,3.284680085706e-03,3.076439423494e-03,2.869917362103e-03,2.670979929285e-03,2.479221672899e-03,2.294687304675e-03,2.117395309849e-03,1.947364722637e-03,1.784613067515e-03,3.622794000000e-03
0.012,3.504099447371e-03,3.219045724293e-03,2.972533252023e-03,2.729886044928e-03,2.498074117041e-03,2.276631819351e-03,2.065622829125e-03,1.865078097741e-03,1.675025852902e-03,1.495487998445e-03,3.622794000000e-03
0.014,3.484509275335e-03,3.154074680596e-03,2.870418937658e-03,2.593381740257e-03,2.331016990888e-03,2.082807608365e-03,1.848839273471e-03,1.629155058214e-03,1.423787185198e-03,1.232750850112e-03,3.622794000000e-03
0.016,3.464974051981e-03,3.089767253296e-03,2.770098496070e-03,2.460410941696e-03,2.169823001062e-03,1.897774173092e-03,1.644372268362e-03,1.409666463847e-03,1.193678867190e-03,9.963943621137e-04,3.622794000000e-03
0.018,3.445493787393e-03,3.026123775517e-03,2.671574109467e-03,2.330980394829e-03,2.014506286792e-03,1.721553853712e-03,1.452248167362e-03,1.206629844159e-03,9.846839633474e-04,7.863242262399e-04,3.622794000000e-03
0.020,3.426068492902e-03,2.963144611836e-03,2.574848089988e-03,2.205096911366e-03,1.865080063468e-03,1.554164639271e-03,1.272480725319e-03,1.020033765430e-03,7.967279329510e-04,6.023427300484e-04,3.622794000000e-03
0.022,3.406698181061e-03,2.900830155309e-03,2.479922843775e-03,2.082767188571e-03,1.721556034526e-03,1.395618695057e-03,1.105068018673e-03,8.498322021759e-04,6.296694033593e-04,4.441349978153e-04,3.622794000000e-03
