x,RFS_mode1,RFS_mode2,RFS_mode3,RFS_mode4,RFS_mode5,RFS_mode6,RFS_mode7,RFS_mode8,RFS_mode9,RFS_mode10,severity
0.000,1.688323000000e-02,1.688323000000e-02,1.688323000000e-02,1.688323000000e-02,1.688323000000e-02,1.688323000000e-02,1.688323000000e-02,1.688323000000e-02,1.688323000000e-02,1.688323000000e-02,1.688323000000e-02
0.002,1.679039852807e-02,1.656191361571e-02,1.635734691010e-02,1.614880988814e-02,1.594200507526e-02,1.573650912951e-02,1.553234833401e-02,1.532952159682e-02,1.512802915515e-02,1.492787152205e-02,1.688323000000e-02
0.004,1.669782297833e-02,1.624368442404e-02,1.583978523703e-02,1.543072493695e-02,1.502778594818e-02,1.463013853998e-02,1.423783700249e-02,1.385088260248e-02,1.346927956101e-02,1.309303293759e-02,1.688323000000e-02
0.006,1.660550336067e-02,1.592854279974e-02,1.533054782576e-02,1.472898570684e-02,1.414060049050e-02,1.356417824413e-02,1.299980884954e-02,1.244750560471e-02,1.190728678781e-02,1.137917221991e-02,1.688323000000e-02
0.008,1.651343969142e-02,1.561648935010e-02,1.482963919700e-02,1.404360862102e-02,1.328049105694e-02,1.253871719117e-02,1.181842666701e-02,1.111966037794e-02,1.044246531948e-02,9.786888986911e-03,1.688323000000e-02
0.010,1.642163199328e-02,1.530752490023e-02,1.433706536113e-02,1.337461498098e-02,1.244751108440e-02,1.155386415141e-02,1.069388255112e-02,9.867652429891e-03,9.075262492474e-03,8.316794407812e-03,1.688323000000e-02
0.012,1.633008029516e-02,1.500165047854e-02,1.385283363518e-02,1.272203000511e-02,1.164172179678e-02,1.060973895602e-02,9.626378236624e-03,8.691783880650e-03,7.806087437068e-03,6.969390983859e-03,1.688323000000e-02
0.014,1.623878463214e-02,1.469886730233e-02,1.337695246289e-02,1.208588189076e-02,1.086318901684e-02,9.706464098642e-03,8.616106432506e-03,7.592316745995e-03,6.635245205426e-03,5.744962626950e-03,1.688323000000e-02
0.016,1.614774504530e-02,1.439917676353e-02,1.290943123782e-02,1.146620089996e-02,1.011198008670e-02,8.844156706778e-03,7.663233187529e-03,6.569438707366e-03,5.562876294074e-03,4.643475501579e-03,1.688323000000e-02
0.018,1.605696158162e-02,1.410258041460e-02,1.245028012969e-02,1.086301846900e-02,9.388160899119e-03,8.022920891887e-03,6.767881316646e-03,5.623231457214e-03,4.588901778711e-03,3.664490105200e-03,1.688323000000e-02
0.020,1.596643429392e-02,1.380907995456e-02,1.199950991371e-02,1.027636634235e-02,8.691793041488e-03,7.242840487942e-03,5.930114921279e-03,4.753641711211e-03,3.712974278813e-03,2.807085042714e-03,1.688323000000e-02
0.022,1.587616324070e-02,1.351867721516e-02,1.155713180316e-02,9.706275731133e-03,8.022931055089e-03,6.503972188577e-03,5.149925037113e-03,3.960454977772e-03,2.934434958454e-03,2.069792905466e-03,1.688323000000e-02
0.024,1.578614848605e-02,1.323137414725e-02,1.112315728518e-02,9.152776496543e-03,7.381619811902e-03,5.806339093310e-03,4.427216442836e-03,3.243272171112e-03,2.252276749524e-03,1.450548596794e-03,1.688323000000e-02
0.026,1.569639009954e-02,1.294717280720e-02,1.069759795967e-02,8.615896358721e-03,6.767892011575e-03,5.149924673299e-03,3.761795662111e-03,2.601489146767e-03,1.665113954861e-03,9.466503579930e-04,1.688323000000e-02
0.028,1.560688815613e-02,1.266607534355e-02,1.028046538163e-02,8.095660131349e-03,6.181765801101e-03,4.534667166940e-03,3.153360189036e-03,2.034279228457e-03,1.171158352975e-03,5.547336436817e-04,1.688323000000e-02
0.030,1.551764273605e-02,1.238808398381e-02,9.871770906581e-03,7.592088982498e-03,5.623242519781e-03,3.960454415239e-03,2.601488964538e-03,1.540578782736e-03,7.682018838132e-04,2.707578770932e-04,1.688323000000e-02
0.032,1.542865392467e-02,1.211320102131e-02,9.471525539506e-03,7.105199722132e-03,5.092304572033e-03,3.427119146294e-03,2.105634127642e-03,1.119075883221e-03,4.536059476431e-04,9.000598702901e-05,1.688323000000e-02
0.034,1.533992181246e-02,1.184142880234e-02,9.079739787019e-03,6.635004116705e-03,4.588913430523e-03,2.934434717532e-03,1.665114061383e-03,7.682020897391e-04,2.242972975645e-04,7.096492153764e-06,1.688323000000e-02
0.036,1.525144649479e-02,1.157276971334e-02,8.696423513019e-03,6.181508231320e-03,4.113007772023e-03,2.482111323404e-03,1.279107748362e-03,4.861273496964e-04,7.677045142090e-05,1.600775814248e-05,1.688323000000e-02
0.038,1.516322807194e-02,1.130722616827e-02,8.321585797760e-03,5.744711799863e-03,3.664501748259e-03,2.069792675217e-03,9.466504457329e-04,2.707580096837e-04,7.096492073198e-06,1.101139119052e-04,1.688323000000e-02
0.040,1.507526664887e-02,1.104480059615e-02,7.955234800415e-03,5.324607623580e-03,3.243283393876e-03,1.697053158603e-03,6.666306836933e-04,1.197379051116e-04,1.093806705534e-05,2.822317576244e-04,1.688323000000e-02
0.042,1.498756233523e-02,1.078549542871e-02,7.597377625172e-03,4.921180998493e-03,2.849213173452e-03,1.363395472802e-03,4.377885855119e-04,3.045247474075e-05,8.357034058188e-05,5.246779044328e-04,1.688323000000e-02
