x,RFS_mode1,RFS_mode2,RFS_mode3,RFS_mode4,RFS_mode5,RFS_mode6,RFS_mode7,RFS_mode8,RFS_mode9,RFS_mode10,severity
0.000,5.838736000000e-04,5.838736000000e-04,5.838736000000e-04,5.838736000000e-04,5.838736000000e-04,5.838736000000e-04,5.838736000000e-04,5.838736000000e-04,5.838736000000e-04,5.838736000000e-04,5.838736000000e-04
0.002,5.806632044946e-04,5.727614991737e-04,5.656869584107e-04,5.584751119961e-04,5.513231706557e-04,5.442164939339e-04,5.371559907809e-04,5.301416234342e-04,5.231734000973e-04,5.162513385127e-04,5.838736000000e-04
0.004,5.774616595594e-04,5.617561628863e-04,5.477880968020e-04,5.336415436826e-04,5.197066841825e-04,5.059548236822e-04,4.923878396999e-04,4.790057760446e-04,4.658087786930e-04,4.527970226187e-04,5.838736000000e-04
0.006,5.742689655361e-04,5.508576040981e-04,5.301771135616e-04,5.093732602706e-04,4.890251044706e-04,4.690906646680e-04,4.495730492503e-04,4.304727181019e-04,4.117903033385e-04,3.935264904321e-04,5.838736000000e-04
0.008,5.710851229897e-04,5.400658438109e-04,5.128541650296e-04,4.856708297253e-04,4.592798962749e-04,4.336270930261e-04,4.087172492707e-04,3.845517792296e-04,3.611323081518e-04,3.384604785689e-04,5.838736000000e-04
0.010,5.679101327051e-04,5.293809105595e-04,4.958194590632e-04,4.625349887170e-04,4.304729076065e-04,3.995678703657e-04,3.698270830346e-04,3.412535248166e-04,3.138502633931e-04,2.876201231251e-04,5.838736000000e-04
0.012,5.647439956825e-04,5.188028399096e-04,4.790732487075e-04,4.399666093745e-04,4.026062557748e-04,3.669171408143e-04,3.329095271449e-04,3.005884030969e-04,2.699583180348e-04,2.410228021269e-04,5.838736000000e-04
0.014,5.615867131345e-04,5.083316739589e-04,4.626158259726e-04,4.179666668484e-04,3.756822171315e-04,3.356791405759e-04,2.979712460667e-04,2.625654753755e-04,2.294670217118e-04,1.986783341139e-04,5.838736000000e-04
0.016,5.584382864819e-04,4.979674608448e-04,4.464475157171e-04,3.965362076915e-04,3.497031205730e-04,3.058579202765e-04,2.650179822725e-04,2.271912322493e-04,1.923812332223e-04,1.605855489512e-04,5.838736000000e-04
0.018,5.552987173499e-04,4.877102542559e-04,4.305686696404e-04,3.756763190670e-04,3.246712448712e-04,2.774570804083e-04,2.340539830780e-04,1.944684988925e-04,1.586982231233e-04,1.267292472997e-04,5.838736000000e-04
0.020,5.521680075647e-04,4.775601129496e-04,4.149796603822e-04,3.553880987956e-04,3.005887199066e-04,2.504795202056e-04,2.050814653062e-04,1.643954325704e-04,1.284059779365e-04,9.707756450607e-05,5.838736000000e-04
0.022,5.490461591494e-04,4.675171002737e-04,3.996808757322e-04,3.356726262527e-04,2.774574318828e-04,2.249272003073e-04,1.781001189434e-04,1.369646155096e-04,1.014817131058e-04,7.157975310228e-05,5.838736000000e-04
0.024,5.459331743205e-04,4.575812836940e-04,3.846727129502e-04,3.165309341300e-04,2.552789326098e-04,2.008009195653e-04,1.531066509464e-04,1.121622461062e-04,7.789060114332e-05,5.016439574565e-05,5.838736000000e-04
0.026,5.428290554843e-04,4.477527343263e-04,3.699555731970e-04,2.979639810743e-04,2.340543529413e-04,1.781001063616e-04,1.300943703131e-04,8.996743120148e-05,5.758472041398e-05,3.273805737781e-05,5.838736000000e-04
0.028,5.397338052327e-04,4.380315264740e-04,3.555298560788e-04,2.799726252185e-04,2.137843204556e-04,1.568226247918e-04,1.090528154666e-04,7.035158180777e-05,4.050222876320e-05,1.918438175501e-05,5.838736000000e-04
