x,RFS_mode1,RFS_mode2,RFS_mode3,RFS_mode4,RFS_mode5,RFS_mode6,RFS_mode7,RFS_mode8,RFS_mode9,RFS_mode10,severity
0.000,2.304998000000e-03,2.304998000000e-03,2.304998000000e-03,2.304998000000e-03,2.304998000000e-03,2.304998000000e-03,2.304998000000e-03,2.304998000000e-03,2.304998000000e-03,2.304998000000e-03,2.304998000000e-03
0.002,2.292324100685e-03,2.261129994698e-03,2.233201343172e-03,2.204730640674e-03,2.176496429561e-03,2.148440912699e-03,2.120567678412e-03,2.092876577623e-03,2.065367642718e-03,2.038040943740e-03,2.304998000000e-03
0.004,2.279685141375e-03,2.217683471115e-03,2.162540775182e-03,2.106693453695e-03,2.051681849680e-03,1.997392683413e-03,1.943833366901e-03,1.891004073093e-03,1.838905378270e-03,1.787537973188e-03,2.304998000000e-03
0.006,2.267081123419e-03,2.174658480416e-03,2.093016684442e-03,2.010887880831e-03,1.930558065572e-03,1.851861505433e-03,1.774810471609e-03,1.699406779617e-03,1.625652924905e-03,1.553551613556e-03,2.304998000000e-03
0.008,2.254512049048e-03,2.132055105510e-03,2.024629688146e-03,1.917316164278e-03,1.813130859751e-03,1.711859522628e-03,1.613521217836e-03,1.518121528394e-03,1.425666870407e-03,1.336163728212e-03,2.304998000000e-03
0.010,2.241977921360e-03,2.089873459046e-03,1.957380606867e-03,1.825981212239e-03,1.699407527737e-03,1.577401584962e-03,1.459991831692e-03,1.347190029135e-03,1.239008287788e-03,1.135457757575e-03,2.304998000000e-03
0.012,2.229478744304e-03,2.048113681430e-03,1.891270439568e-03,1.736886467679e-03,1.589396428180e-03,1.448504052491e-03,1.314249855191e-03,1.186653529054e-03,1.065733033920e-03,9.515023060762e-04,2.304998000000e-03
0.014,2.217014522667e-03,2.006775938854e-03,1.826300339038e-03,1.650035780265e-03,1.483106547588e-03,1.325183648771e-03,1.176321598101e-03,1.036547800088e-03,9.058827563219e-04,7.843361350402e-04,2.304998000000e-03
0.016,2.204585262057e-03,1.965860421352e-03,1.762471587743e-03,1.565433281547e-03,1.380547079906e-03,1.207456364736e-03,1.046229730377e-03,8.968984656135e-04,7.594766364072e-04,6.339546250445e-04,2.304998000000e-03
0.018,2.192190968891e-03,1.925367340876e-03,1.699785574110e-03,1.483083263393e-03,1.281727021201e-03,1.095336414297e-03,9.239910194380e-04,7.677166787644e-04,6.265038989652e-04,5.002977726126e-04,2.304998000000e-03
0.020,2.179831650379e-03,1.885296929384e-03,1.638243769236e-03,1.402990059745e-03,1.186654779746e-03,9.888352429615e-04,8.096142167890e-04,6.489951648505e-04,5.069171175607e-04,3.832397834589e-04,2.304998000000e-03
0.022,2.167507314506e-03,1.845649436961e-03,1.577847704025e-03,1.325157931729e-03,1.095337801838e-03,8.879605908778e-04,7.030980985685e-04,5.407046402172e-04,4.006263440329e-04,2.825803183108e-04,2.304998000000e-03
0.024,2.155217970024e-03,1.806425129946e-03,1.518598946766e-03,1.249590956172e-03,1.007782213664e-03,7.927156117285e-04,6.044296646023e-04,4.427906193228e-04,3.074940875116e-04,1.980374380087e-04,2.304998000000e-03
0.026,2.142963626431e-03,1.767624289087e-03,1.460499081150e-03,1.176292917591e-03,9.239924795727e-04,7.030980488985e-04,5.135825003613e-04,3.551706208065e-04,2.273311644588e-04,1.292422825415e-04,2.304998000000e-03
0.028,2.130744293960e-03,1.729247207717e-03,1.403549684730e-03,1.105267203695e-03,8.439710770987e-04,6.190994703302e-04,4.305153059580e-04,2.777317819537e-04,1.598934363443e-04,7.573550435664e-05,2.304998000000e-03
0.030,2.118559983564e-03,1.691294189945e-03,1.347752307830e-03,1.036516704474e-03,7.677181890912e-04,5.407045634169e-04,3.551705959276e-04,2.103288892616e-04,1.048794458042e-04,3.696546011539e-05,2.304998000000e-03
0.032,2.106410706900e-03,1.653765548874e-03,1.293108452915e-03,9.700437149239e-04,6.952314132975e-04,4.678904912134e-04,2.874735730632e-04,1.527828308133e-04,6.192895566224e-05,1.228814747474e-05,2.304998000000e-03
0.034,2.094296476318e-03,1.616661604832e-03,1.239619554410e-03,9.058498414697e-04,6.265054897392e-04,4.006263111408e-04,2.273311790019e-04,1.048794739185e-04,3.062238815035e-05,9.688549064036e-07,2.304998000000e-03
0.036,2.082217304841e-03,1.579982683629e-03,1.187286958992e-03,8.439359121552e-04,5.615320462079e-04,3.388724572385e-04,1.746313236128e-04,6.636896901810e-05,1.048115419764e-05,2.185473425577e-06,2.304998000000e-03
0.038,2.070173206155e-03,1.543729114833e-03,1.136111906351e-03,7.843018906490e-04,5.002993621916e-04,2.825802868757e-04,1.292422945203e-04,3.696547821743e-05,9.688548954043e-07,1.503339981234e-05,2.304998000000e-03
0.040,2.058164194595e-03,1.507901230068e-03,1.086095510426e-03,7.269467941346e-04,4.427921515206e-04,2.316916926721e-04,9.101234732049e-05,1.634732404916e-05,1.493329338427e-06,3.853194186544e-05,2.304998000000e-03
0.042,2.046190285128e-03,1.472499361330e-03,1.037238741122e-03,6.718686151385e-04,3.889913639974e-04,1.861387801989e-04,5.976947622154e-05,4.157551213393e-06,1.140951511651e-05,7.163211780931e-05,2.304998000000e-03
0.044,2.034251493339e-03,1.437523839327e-03,9.895424065170e-04,6.190642473547e-04,3.388740062490e-04,1.458436118410e-04,3.532136397442e-05,4.891135830284e-09,3.002307991764e-05,1.132257245391e-04,2.304998000000e-03
0.046,2.022347835419e-03,1.402974991837e-03,9.430071355633e-04,5.685294155196e-04,2.924129820081e-04,1.107180169943e-04,1.745550906480e-05,3.465116267254e-06,5.659477512946e-05,1.621555332664e-04,2.304998000000e-03
0.048,2.010479328149e-03,1.368853142094e-03,8.976333612828e-04,5.202586093900e-04,2.495769519948e-04,8.066346855611e-05,5.939527219718e-06,1.408276815357e-05,9.034545510579e-05,2.172264566228e-04,2.304998000000e-03
0.050,1.998645988887e-03,1.335158607185e-03,8.534213044724e-04,4.742450218718e-04,2.103302135368e-04,5.557102544056e-05,5.216233557750e-07,3.137324047279e-05,1.304616990101e-04,2.772175186594e-04,2.304998000000e-03
0.052,1.986847835553e-03,1.301891696480e-03,8.103709579176e-04,4.304804913464e-04,1.746326000262e-04,3.532134062039e-05,9.312291655473e-07,5.482519549785e-05,1.761019659600e-04,3.408944486846e-04,2.304998000000e-03
0.054,1.975084886616e-03,1.269052710073e-03,7.684820711234e-04,3.889554482363e-04,1.424394002683e-04,1.978473395472e-05,6.879800616162e-06,8.390328983481e-05,2.264032086681e-04,4.070227117023e-04,2.304998000000e-03
0.056,1.963357161078e-03,1.236641937254e-03,7.277541355663e-04,3.496588658478e-04,1.137012977388e-04,8.821328822722e-06,1.806176872655e-05,1.180511828357e-04,2.804878659873e-04,4.743807825164e-04,2.304998000000e-03
0.058,1.951664678463e-03,1.204659654998e-03,6.881863704742e-04,3.125782155250e-04,8.836432971747e-05,2.281251337867e-06,3.415563610645e-05,1.566947988228e-04,3.374711507941e-04,5.417734674585e-04,2.304998000000e-03
0.060,1.940007458801e-03,1.173106126475e-03,6.497777091381e-04,2.776994261438e-04,6.636986622499e-05,4.890673094509e-09,5.482521088849e-05,1.992458122122e-04,3.964685465440e-04,6.080450772617e-04,2.304998000000e-03
