x,DLC_mode1,DLC_mode2,DLC_mode3,DLC_mode4,DLC_mode5,DLC_mode6,DLC_mode7,DLC_mode8,DLC_mode9,DLC_mode10
0.1594,1.000000000000e+00,1.016856501467e-01,4.974828816164e-02,4.027919627599e-01,6.946686733087e-01,6.303575625102e-01,2.905301160832e-01,1.940700295322e-02,9.127124326676e-02,4.541311369169e-01
0.1595,1.000000000000e+00,1.013527556912e-01,5.011349290969e-02,4.038055048756e-01,6.952881057090e-01,6.297253311737e-01,2.891265193389e-01,1.884183098656e-02,9.267598160446e-02,4.567256327206e-01
0.1596,1.000000000000e+00,1.010203277676e-01,5.047999784334e-02,4.048193563103e-01,6.959047999271e-01,6.290890487229e-01,2.877232033910e-01,1.828456572212e-02,9.409069264067e-02,4.593204021474e-01
0.1597,1.000000000000e+00,1.006883667656e-01,5.084780241834e-02,4.058335122430e-01,6.965187502501e-01,6.284487227100e-01,2.863201960938e-01,1.773523028019e-02,9.551534869405e-02,4.619153588618e-01
0.1598,1.000000000000e+00,1.003568730753e-01,5.121690608811e-02,4.068479678504e-01,6.971299509859e-01,6.278043607427e-01,2.849175253161e-01,1.719384761975e-02,9.694992177762e-02,4.645104164574e-01
0.1599,1.000000000000e+00,1.000258470867e-01,5.158730830377e-02,4.078627183071e-01,6.977383964636e-01,6.271559704844e-01,2.835152189407e-01,1.666044053784e-02,9.839438359938e-02,4.671054884604e-01
0.1600,1.000000000000e+00,9.969528919008e-02,5.195900851408e-02,4.088777587856e-01,6.983440810331e-01,6.265035596536e-01,2.821133048640e-01,1.613503166896e-02,9.984870556286e-02,4.697004883324e-01
0.1601,1.000000000000e+00,9.936519977561e-02,5.233200616549e-02,4.098930844562e-01,6.989469990658e-01,6.258471360243e-01,2.807118109956e-01,1.561764348444e-02,1.013128587678e-01,4.722953294735e-01
0.1602,1.000000000000e+00,9.903557923375e-02,5.270630070211e-02,4.109086904871e-01,6.995471449541e-01,6.251867074256e-01,2.793107652576e-01,1.510829829185e-02,1.027868140106e-01,4.748899252253e-01
0.1603,1.000000000000e+00,9.870642795502e-02,5.308189156573e-02,4.119245720445e-01,7.001445131116e-01,6.245222817419e-01,2.779101955844e-01,1.460701823439e-02,1.042705417851e-01,4.774841888740e-01
0.1604,1.000000000000e+00,9.837774633005e-02,5.345877819581e-02,4.129407242923e-01,7.007390979733e-01,6.238538669129e-01,2.765101299220e-01,1.411382529030e-02,1.057640122834e-01,4.800780336533e-01
0.1605,1.000000000000e+00,9.804953474959e-02,5.383696002945e-02,4.139571423926e-01,7.013308939955e-01,6.231814709331e-01,2.751105962279e-01,1.362874127221e-02,1.072671953958e-01,4.826713727478e-01
0.1606,1.000000000000e+00,9.772179360451e-02,5.421643650146e-02,4.149738215053e-01,7.019198956560e-01,6.225051018522e-01,2.737116224703e-01,1.315178782661e-02,1.087800607125e-01,4.852641192955e-01
0.1607,1.000000000000e+00,9.739452328576e-02,5.459720704430e-02,4.159907567883e-01,7.025060974539e-01,6.218247677747e-01,2.723132366279e-01,1.268298643323e-02,1.103025775231e-01,4.878561863915e-01
0.1608,1.000000000000e+00,9.706772418444e-02,5.497927108807e-02,4.170079433976e-01,7.030894939098e-01,6.211404768600e-01,2.709154666889e-01,1.222235840444e-02,1.118347148183e-01,4.904474870906e-01
0.1609,1.000000000000e+00,9.674139669174e-02,5.536262806058e-02,4.180253764870e-01,7.036700795661e-01,6.204522373225e-01,2.695183406515e-01,1.176992488470e-02,1.133764412899e-01,4.930379344105e-01
0.1610,1.000000000000e+00,9.641554119896e-02,5.574727738727e-02,4.190430512086e-01,7.042478489864e-01,6.197600574312e-01,2.681218865225e-01,1.132570684991e-02,1.149277253318e-01,4.956274413350e-01
0.1611,1.000000000000e+00,9.609015809754e-02,5.613321849127e-02,4.200609627123e-01,7.048227967564e-01,6.190639455097e-01,2.667261323173e-01,1.088972510693e-02,1.164885350406e-01,4.982159208169e-01
0.1612,1.000000000000e+00,9.576524777899e-02,5.652045079335e-02,4.210791061463e-01,7.053949174831e-01,6.183639099363e-01,2.653311060595e-01,1.046200029291e-02,1.180588382162e-01,5.008032857810e-01
0.1613,1.000000000000e+00,9.544081063496e-02,5.690897371195e-02,4.220974766568e-01,7.059642057956e-01,6.176599591439e-01,2.639368357800e-01,1.004255287476e-02,1.196386023627e-01,5.033894491276e-01
0.1614,1.000000000000e+00,9.511684705721e-02,5.729878666320e-02,4.231160693879e-01,7.065306563445e-01,6.169521016198e-01,2.625433495173e-01,9.631403148609e-03,1.212277946892e-01,5.059743237351e-01
0.1615,1.000000000000e+00,9.479335743760e-02,5.768988906084e-02,4.241348794822e-01,7.070942638025e-01,6.162403459057e-01,2.611506753161e-01,9.228571239179e-03,1.228263821101e-01,5.085578224634e-01
0.1616,1.000000000000e+00,9.447034216812e-02,5.808228031631e-02,4.251539020801e-01,7.076550228640e-01,6.155247005976e-01,2.597588412275e-01,8.834077099265e-03,1.244343312463e-01,5.111398581569e-01
0.1617,1.000000000000e+00,9.414780164084e-02,5.847595983870e-02,4.261731323205e-01,7.082129282455e-01,6.148051743458e-01,2.583678753084e-01,8.447940509167e-03,1.260516084257e-01,5.137203436474e-01
0.1618,1.000000000000e+00,9.382573624798e-02,5.887092703476e-02,4.271925653401e-01,7.087679746855e-01,6.140817758548e-01,2.569778056209e-01,8.070181076129e-03,1.276781796841e-01,5.162991917576e-01
0.1619,1.000000000000e+00,9.350414638184e-02,5.926718130889e-02,4.282121962741e-01,7.093201569445e-01,6.133545138831e-01,2.555886602320e-01,7.700818233791e-03,1.293140107657e-01,5.188763153039e-01
0.1620,1.000000000000e+00,9.318303243484e-02,5.966472206316e-02,4.292320202558e-01,7.098694698051e-01,6.126233972434e-01,2.542004672129e-01,7.339871241644e-03,1.309590671243e-01,5.214516270996e-01
0.1621,1.000000000000e+00,9.286239479952e-02,6.006354869729e-02,4.302520324168e-01,7.104159080720e-01,6.118884348023e-01,2.528132546388e-01,6.987359184479e-03,1.326133139237e-01,5.240250399577e-01
0.1622,1.000000000000e+00,9.254223386852e-02,6.046366060866e-02,4.312722278867e-01,7.109594665723e-01,6.111496354801e-01,2.514270505883e-01,6.643300971850e-03,1.342767160386e-01,5.265964666947e-01
0.1623,1.000000000000e+00,9.222255003461e-02,6.086505719230e-02,4.322926017938e-01,7.115001401551e-01,6.104070082513e-01,2.500418831430e-01,6.307715337534e-03,1.359492380556e-01,5.291658201330e-01
0.1624,1.000000000000e+00,9.190334369063e-02,6.126773784091e-02,4.333131492644e-01,7.120379236920e-01,6.096605621438e-01,2.486577803868e-01,5.980620838998e-03,1.376308442736e-01,5.317330131043e-01
0.1625,1.000000000000e+00,9.158461522957e-02,6.167170194484e-02,4.343338654231e-01,7.125728120769e-01,6.089103062392e-01,2.472747704058e-01,5.662035856866e-03,1.393214987052e-01,5.342979584530e-01
0.1626,1.000000000000e+00,9.126636504452e-02,6.207694889208e-02,4.353547453930e-01,7.131048002259e-01,6.081562496728e-01,2.458928812876e-01,5.351978594396e-03,1.410211650768e-01,5.368605690385e-01
0.1627,1.000000000000e+00,9.094859352868e-02,6.248347806828e-02,4.363757842955e-01,7.136338830779e-01,6.073984016335e-01,2.445121411210e-01,5.050467076952e-03,1.427298068302e-01,5.394207577394e-01
0.1628,1.000000000000e+00,9.063130107534e-02,6.289128885677e-02,4.373969772501e-01,7.141600555941e-01,6.066367713632e-01,2.431325779951e-01,4.757519151483e-03,1.444473871227e-01,5.419784374556e-01
0.1629,1.000000000000e+00,9.031448807793e-02,6.330038063849e-02,4.384183193751e-01,7.146833127581e-01,6.058713681576e-01,2.417542199995e-01,4.473152486013e-03,1.461738688287e-01,5.445335211120e-01
0.1630,1.000000000000e+00,8.999815492997e-02,6.371075279207e-02,4.394398057870e-01,7.152036495764e-01,6.051022013655e-01,2.403770952232e-01,4.197384569121e-03,1.479092145399e-01,5.470859216616e-01
0.1631,1.000000000000e+00,8.968230202511e-02,6.412240469376e-02,4.404614316006e-01,7.157210610778e-01,6.043292803887e-01,2.390012317547e-01,3.930232709434e-03,1.496533865666e-01,5.496355520883e-01
0.1632,1.000000000000e+00,8.936692975708e-02,6.453533571748e-02,4.414831919294e-01,7.162355423142e-01,6.035526146824e-01,2.376266576810e-01,3.671714035123e-03,1.514063469383e-01,5.521823254104e-01
0.1633,1.000000000000e+00,8.905203851975e-02,6.494954523479e-02,4.425050818853e-01,7.167470883598e-01,6.027722137547e-01,2.362534010875e-01,3.421845493397e-03,1.531680574048e-01,5.547261546834e-01
0.1634,1.000000000000e+00,8.873762870707e-02,6.536503261491e-02,4.435270965784e-01,7.172556943118e-01,6.019880871665e-01,2.348814900573e-01,3.180643850009e-03,1.549384794370e-01,5.572669530033e-01
0.1635,1.000000000000e+00,8.842370071313e-02,6.578179722470e-02,4.445492311176e-01,7.177613552904e-01,6.012002445316e-01,2.335109526709e-01,2.948125688756e-03,1.567175742280e-01,5.598046335097e-01
0.1636,1.000000000000e+00,8.811025493212e-02,6.619983842868e-02,4.455714806103e-01,7.182640664383e-01,6.004086955169e-01,2.321418170058e-01,2.724307410993e-03,1.585053026934e-01,5.623391093889e-01
0.1637,1.000000000000e+00,8.779729175831e-02,6.661915558900e-02,4.465938401623e-01,7.187638229213e-01,5.996134498414e-01,2.307741111357e-01,2.509205235141e-03,1.603016254731e-01,5.648702938771e-01
0.1638,1.000000000000e+00,8.748481158613e-02,6.703974806548e-02,4.476163048780e-01,7.192606199284e-01,5.988145172773e-01,2.294078631303e-01,2.302835196207e-03,1.621065029315e-01,5.673981002632e-01
0.1639,1.000000000000e+00,8.717281481007e-02,6.746161521556e-02,4.486388698604e-01,7.197544526712e-01,5.980119076488e-01,2.280431010547e-01,2.105213145300e-03,1.639198951588e-01,5.699224418926e-01
0.1640,1.000000000000e+00,8.686130182476e-02,6.788475639435e-02,4.496615302111e-01,7.202453163846e-01,5.972056308328e-01,2.266798529691e-01,1.916354749157e-03,1.657417619719e-01,5.724432321695e-01
0.1641,1.000000000000e+00,8.655027302494e-02,6.830917095459e-02,4.506842810304e-01,7.207332063267e-01,5.963956967586e-01,2.253181469281e-01,1.736275489670e-03,1.675720629152e-01,5.749603845607e-01
0.1642,1.000000000000e+00,8.623972880543e-02,6.873485824668e-02,4.517071174169e-01,7.212181177786e-01,5.955821154075e-01,2.239580109805e-01,1.564990663418e-03,1.694107572619e-01,5.774738125982e-01
0.1643,1.000000000000e+00,8.592966956120e-02,6.916181761865e-02,4.527300344683e-01,7.217000460445e-01,5.947648968131e-01,2.225994731684e-01,1.402515381197e-03,1.712578040144e-01,5.799834298828e-01
0.1644,1.000000000000e+00,8.562009568728e-02,6.959004841618e-02,4.537530272806e-01,7.221789864522e-01,5.939440510611e-01,2.212425615273e-01,1.248864567567e-03,1.731131619060e-01,5.824891500869e-01
0.1645,1.000000000000e+00,8.531100757885e-02,7.001954998260e-02,4.547760909486e-01,7.226549343525e-01,5.931195882892e-01,2.198873040851e-01,1.104052960386e-03,1.749767894013e-01,5.849908869578e-01
0.1646,1.000000000000e+00,8.500240563119e-02,7.045032165886e-02,4.557992205660e-01,7.231278851196e-01,5.922915186868e-01,2.185337288620e-01,9.680951103597e-04,1.768486446974e-01,5.874885543207e-01
0.1647,1.000000000000e+00,8.469429023966e-02,7.088236278359e-02,4.568224112249e-01,7.235978341512e-01,5.914598524953e-01,2.171818638698e-01,8.410053805926e-04,1.787286857251e-01,5.899820660819e-01
0.1648,1.000000000000e+00,8.438666179976e-02,7.131567269303e-02,4.578456580165e-01,7.240647768684e-01,5.906246000078e-01,2.158317371116e-01,7.227979461409e-04,1.806168701496e-01,5.924713362317e-01
0.1649,1.000000000000e+00,8.407952070709e-02,7.175025072107e-02,4.588689560303e-01,7.245287087157e-01,5.897857715688e-01,2.144833765811e-01,6.134867935683e-04,1.825131553715e-01,5.949562788481e-01
0.1650,1.000000000000e+00,8.377286735735e-02,7.218609619925e-02,4.598923003551e-01,7.249896251611e-01,5.889433775746e-01,2.131368102625e-01,5.130857205094e-04,1.844174985284e-01,5.974368080992e-01
0.1651,1.000000000000e+00,8.346670214636e-02,7.262320845675e-02,4.609156860781e-01,7.254475216964e-01,5.880974284728e-01,2.117920661295e-01,4.216083352351e-04,1.863298564951e-01,5.999128382468e-01
0.1652,1.000000000000e+00,8.316102547003e-02,7.306158682037e-02,4.619391082856e-01,7.259023938367e-01,5.872479347623e-01,2.104491721454e-01,3.390680562199e-04,1.882501858852e-01,6.023842836493e-01
0.1653,1.000000000000e+00,8.285583772439e-02,7.350123061456e-02,4.629625620625e-01,7.263542371211e-01,5.863949069932e-01,2.091081562621e-01,2.654781117169e-04,1.901784430522e-01,6.048510587652e-01
0.1654,1.000000000000e+00,8.255113930558e-02,7.394213916143e-02,4.639860424928e-01,7.268030471121e-01,5.855383557670e-01,2.077690464202e-01,2.008515393340e-04,1.921145840900e-01,6.073130781554e-01
0.1655,1.000000000000e+00,8.224693060984e-02,7.438431178070e-02,4.650095446591e-01,7.272488193961e-01,5.846782917359e-01,2.064318705478e-01,1.452011856142e-04,1.940585648346e-01,6.097702564872e-01
0.1656,1.000000000000e+00,8.194321203352e-02,7.482774778975e-02,4.660330636433e-01,7.276915495834e-01,5.838147256033e-01,2.050966565607e-01,9.853970562112e-05,1.960103408651e-01,6.122225085368e-01
0.1657,1.000000000000e+00,8.163998397307e-02,7.527244650357e-02,4.670565945257e-01,7.281312333079e-01,5.829476681233e-01,2.037634323616e-01,6.087956252734e-05,1.979698675041e-01,6.146697491930e-01
0.1658,1.000000000000e+00,8.133724682507e-02,7.571840723481e-02,4.680801323860e-01,7.285678662276e-01,5.820771301009e-01,2.024322258397e-01,3.223302720694e-05,1.999370998197e-01,6.171118934596e-01
0.1659,1.000000000000e+00,8.103500098618e-02,7.616562929375e-02,4.691036723025e-01,7.290014440242e-01,5.812031223916e-01,2.011030648702e-01,1.261217783219e-05,2.019119926261e-01,6.195488564590e-01
0.1660,1.000000000000e+00,8.073324685318e-02,7.661411198831e-02,4.701272093528e-01,7.294319624037e-01,5.803256559016e-01,1.997759773139e-01,2.028899473925e-06,2.038945004848e-01,6.219805534352e-01
0.1661,1.000000000000e+00,8.043198482296e-02,7.706385462404e-02,4.711507386133e-01,7.298594170958e-01,5.794447415874e-01,1.984509910164e-01,4.948837061358e-07,2.058845777057e-01,6.244068997568e-01
0.1662,1.000000000000e+00,8.013121529251e-02,7.751485650412e-02,4.721742551595e-01,7.302838038544e-01,5.785603904560e-01,1.971281338082e-01,8.021628214360e-06,2.078821783484e-01,6.268278109203e-01
0.1663,1.000000000000e+00,7.983093865891e-02,7.796711692938e-02,4.731977540657e-01,7.307051184576e-01,5.776726135646e-01,1.958074335038e-01,2.462043640822e-05,2.098872562229e-01,6.292432025529e-01
0.1664,1.000000000000e+00,7.953115531939e-02,7.842063519827e-02,4.742212304056e-01,7.311233567075e-01,5.767814220205e-01,1.944889179013e-01,5.030241703770e-05,2.118997648912e-01,6.316529904159e-01
0.1665,1.000000000000e+00,7.923186567125e-02,7.887541060688e-02,4.752446792518e-01,7.315385144305e-01,5.758868269811e-01,1.931726147821e-01,8.507848381388e-05,2.139196576684e-01,6.340570904078e-01
0.1666,1.000000000000e+00,7.893307011190e-02,7.933144244894e-02,4.762680956760e-01,7.319505874770e-01,5.749888396538e-01,1.918585519101e-01,1.289593550333e-04,2.159468876236e-01,6.364554185669e-01
0.1667,1.000000000000e+00,7.863476903888e-02,7.978873001581e-02,4.772914747489e-01,7.323595717221e-01,5.740874712957e-01,1.905467570317e-01,1.819555532062e-04,2.179814075810e-01,6.388478910751e-01
0.1668,1.000000000000e+00,7.833696284980e-02,8.024727259646e-02,4.783148115406e-01,7.327654630648e-01,5.731827332137e-01,1.892372578747e-01,2.440774046899e-04,2.200231701217e-01,6.412344242603e-01
0.1669,1.000000000000e+00,7.803965194240e-02,8.070706947752e-02,4.793381011201e-01,7.331682574287e-01,5.722746367645e-01,1.879300821484e-01,3.153350393243e-04,2.220721275841e-01,6.436149346001e-01
0.1670,1.000000000000e+00,7.774283671453e-02,8.116811994325e-02,4.803613385557e-01,7.335679507617e-01,5.713631933540e-01,1.866252575430e-01,3.957383900740e-04,2.241282320656e-01,6.459893387245e-01
0.1671,1.000000000000e+00,7.744651756413e-02,8.163042327553e-02,4.813845189149e-01,7.339645390364e-01,5.704484144378e-01,1.853228117287e-01,4.852971926715e-04,2.261914354236e-01,6.483575534191e-01
0.1672,1.000000000000e+00,7.715069488925e-02,8.209397875387e-02,4.824076372644e-01,7.343580182495e-01,5.695303115206e-01,1.840227723559e-01,5.840209852673e-04,2.282616892766e-01,6.507194956280e-01
0.1673,1.000000000000e+00,7.685536908805e-02,8.255878565542e-02,4.834306886699e-01,7.347483844225e-01,5.686088961566e-01,1.827251670541e-01,6.919191080825e-04,2.303389450057e-01,6.530750824572e-01
0.1674,1.000000000000e+00,7.656054055879e-02,8.302484325495e-02,4.844536681967e-01,7.351356336014e-01,5.676841799487e-01,1.814300234320e-01,8.090007030658e-04,2.324231537557e-01,6.554242311774e-01
0.1675,1.000000000000e+00,7.626620969984e-02,8.349215082487e-02,4.854765709092e-01,7.355197618568e-01,5.667561745492e-01,1.801373690763e-01,9.352747135549e-04,2.345142664361e-01,6.577668592271e-01
0.1676,1.000000000000e+00,7.597237690967e-02,8.396070763522e-02,4.864993918711e-01,7.359007652841e-01,5.658248916589e-01,1.788472315522e-01,1.070749883941e-03,2.366122337226e-01,6.601028842157e-01
0.1677,1.000000000000e+00,7.567904258687e-02,8.443051295365e-02,4.875221261454e-01,7.362786400032e-01,5.648903430276e-01,1.775596384019e-01,1.215434759340e-03,2.387170060584e-01,6.624322239267e-01
0.1678,1.000000000000e+00,7.538620713010e-02,8.490156604546e-02,4.885447687944e-01,7.366533821588e-01,5.639525404538e-01,1.762746171450e-01,1.369337685264e-03,2.408285336550e-01,6.647547963204e-01
0.1679,1.000000000000e+00,7.509387093817e-02,8.537386617357e-02,4.895673148798e-01,7.370249879204e-01,5.630114957844e-01,1.749921952773e-01,1.532466807301e-03,2.429467664940e-01,6.670705195374e-01
0.1680,1.000000000000e+00,7.480203440997e-02,8.584741259853e-02,4.905897594626e-01,7.373934534825e-01,5.620672209148e-01,1.737124002710e-01,1.704830070795e-03,2.450716543281e-01,6.693793119011e-01
0.1681,1.000000000000e+00,7.451069794448e-02,8.632220457851e-02,4.916120976034e-01,7.377587750641e-01,5.611197277886e-01,1.724352595736e-01,1.886435220536e-03,2.472031466824e-01,6.716810919213e-01
0.1682,1.000000000000e+00,7.421986194082e-02,8.679824136932e-02,4.926343243619e-01,7.381209489096e-01,5.601690283978e-01,1.711608006079e-01,2.077289800443e-03,2.493411928554e-01,6.739757782968e-01
0.1683,1.000000000000e+00,7.392952679819e-02,8.727552222438e-02,4.936564347974e-01,7.384799712878e-01,5.592151347825e-01,1.698890507713e-01,2.277401153267e-03,2.514857419210e-01,6.762632899186e-01
0.1684,1.000000000000e+00,7.363969291590e-02,8.775404639475e-02,4.946784239686e-01,7.388358384928e-01,5.582580590306e-01,1.686200374354e-01,2.486776420284e-03,2.536367427289e-01,6.785435458731e-01
0.1685,1.000000000000e+00,7.335036069336e-02,8.823381312911e-02,4.957002869337e-01,7.391885468438e-01,5.572978132780e-01,1.673537879454e-01,2.705422540999e-03,2.557941439067e-01,6.808164654448e-01
0.1686,1.000000000000e+00,7.306153053010e-02,8.871482167377e-02,4.967220187503e-01,7.395380926849e-01,5.563344097082e-01,1.660903296199e-01,2.933346252855e-03,2.579578938607e-01,6.830819681194e-01
0.1687,1.000000000000e+00,7.277320282574e-02,8.919707127266e-02,4.977436144757e-01,7.398844723854e-01,5.553678605526e-01,1.648296897501e-01,3.170554090943e-03,2.601279407772e-01,6.853399735869e-01
0.1688,1.000000000000e+00,7.248537797999e-02,8.968056116735e-02,4.987650691665e-01,7.402276823397e-01,5.543981780899e-01,1.635718955996e-01,3.417052387718e-03,2.623042326243e-01,6.875904017447e-01
0.1689,1.000000000000e+00,7.219805639270e-02,9.016529059700e-02,4.997863778790e-01,7.405677189673e-01,5.534253746463e-01,1.623169744038e-01,3.672847272718e-03,2.644867171527e-01,6.898331727004e-01
0.1690,1.000000000000e+00,7.191123846380e-02,9.065125879843e-02,5.008075356689e-01,7.409045787132e-01,5.524494625952e-01,1.610649533693e-01,3.937944672292e-03,2.666753418972e-01,6.920682067747e-01
0.1691,1.000000000000e+00,7.162492459332e-02,9.113846500607e-02,5.018285375917e-01,7.412382580474e-01,5.514704543573e-01,1.598158596737e-01,4.212350309320e-03,2.688700541784e-01,6.942954245049e-01
0.1692,1.000000000000e+00,7.133911518141e-02,9.162690845198e-02,5.028493787024e-01,7.415687534654e-01,5.504883624002e-01,1.585697204651e-01,4.496069702956e-03,2.710708011032e-01,6.965147466471e-01
0.1693,1.000000000000e+00,7.105381062830e-02,9.211658836583e-02,5.038700540555e-01,7.418960614879e-01,5.495031992384e-01,1.573265628613e-01,4.789108168358e-03,2.732775295673e-01,6.987260941800e-01
0.1694,1.000000000000e+00,7.076901133436e-02,9.260750397492e-02,5.048905587053e-01,7.422201786610e-01,5.485149774334e-01,1.560864139497e-01,5.091470816432e-03,2.754901862554e-01,7.009293883073e-01
0.1695,1.000000000000e+00,7.048471770002e-02,9.309965450418e-02,5.059108877058e-01,7.425411015564e-01,5.475237095933e-01,1.548493007866e-01,5.403162553578e-03,2.777087176435e-01,7.031245504609e-01
0.1696,1.000000000000e+00,7.020093012584e-02,9.359303917615e-02,5.069310361105e-01,7.428588267711e-01,5.465294083726e-01,1.536152503969e-01,5.724188081435e-03,2.799330699997e-01,7.053115023038e-01
0.1697,1.000000000000e+00,6.991764901249e-02,9.408765721100e-02,5.079509989729e-01,7.431733509275e-01,5.455320864724e-01,1.523842897736e-01,6.054551896645e-03,2.821631893858e-01,7.074901657330e-01
0.1698,1.000000000000e+00,6.963487476071e-02,9.458350782653e-02,5.089707713459e-01,7.434846706739e-01,5.445317566402e-01,1.511564458770e-01,6.394258290602e-03,2.843990216588e-01,7.096604628826e-01
0.1699,1.000000000000e+00,6.935260777137e-02,9.508059023814e-02,5.099903482823e-01,7.437927826838e-01,5.435284316695e-01,1.499317456348e-01,6.743311349219e-03,2.866405124720e-01,7.118223161267e-01
0.1700,1.000000000000e+00,6.907084844544e-02,9.557890365887e-02,5.110097248346e-01,7.440976836566e-01,5.425221243999e-01,1.487102159413e-01,7.101714952697e-03,2.888876072766e-01,7.139756480821e-01
0.1701,1.000000000000e+00,6.878959718398e-02,9.607844729937e-02,5.120288960553e-01,7.443993703171e-01,5.415128477171e-01,1.474918836567e-01,7.469472775293e-03,2.911402513231e-01,7.161203816117e-01
0.1702,1.000000000000e+00,6.850885438816e-02,9.657922036793e-02,5.130478569964e-01,7.446978394161e-01,5.405006145524e-01,1.462767756072e-01,7.846588285097e-03,2.933983896628e-01,7.182564398269e-01
0.1703,1.000000000000e+00,6.822862045926e-02,9.708122207042e-02,5.140666027099e-01,7.449930877298e-01,5.394854378830e-01,1.450649185841e-01,8.233064743814e-03,2.956619671490e-01,7.203837460909e-01
0.1704,1.000000000000e+00,6.794889579864e-02,9.758445161038e-02,5.150851282477e-01,7.452851120604e-01,5.384673307316e-01,1.438563393434e-01,8.628905206549e-03,2.979309284384e-01,7.225022240214e-01
0.1705,1.000000000000e+00,6.766968080779e-02,9.808890818894e-02,5.161034286613e-01,7.455739092358e-01,5.374463061662e-01,1.426510646056e-01,9.034112521592e-03,3.002052179930e-01,7.246117974935e-01
0.1706,1.000000000000e+00,6.739097588828e-02,9.859459100486e-02,5.171214990024e-01,7.458594761098e-01,5.364223773003e-01,1.414491210547e-01,9.448689330214e-03,3.024847800810e-01,7.267123906428e-01
0.1707,1.000000000000e+00,6.711278144179e-02,9.910149925450e-02,5.181393343225e-01,7.461418095621e-01,5.353955572924e-01,1.402505353383e-01,9.872638066470e-03,3.047695587785e-01,7.288039278682e-01
0.1708,1.000000000000e+00,6.683509787010e-02,9.960963213187e-02,5.191569296728e-01,7.464209064981e-01,5.343658593464e-01,1.390553340668e-01,1.030596095699e-02,3.070594979711e-01,7.308863338345e-01
0.1709,1.000000000000e+00,6.655792557510e-02,1.001189888286e-01,5.201742801048e-01,7.466967638496e-01,5.333332967106e-01,1.378635438131e-01,1.074866002080e-02,3.093545413549e-01,7.329595334756e-01
0.1710,1.000000000000e+00,6.628126495878e-02,1.006295685339e-01,5.211913806698e-01,7.469693785739e-01,5.322978826786e-01,1.366751911119e-01,1.120073706912e-02,3.116546324385e-01,7.350234519975e-01
0.1711,1.000000000000e+00,6.600511642321e-02,1.011413704346e-01,5.222082264191e-01,7.472387476546e-01,5.312596305884e-01,1.354903024595e-01,1.166219370518e-02,3.139597145441e-01,7.370780148805e-01
0.1712,1.000000000000e+00,6.572948037058e-02,1.016543937152e-01,5.232248124040e-01,7.475048681013e-01,5.302185538226e-01,1.343089043132e-01,1.213303132405e-02,3.162697308092e-01,7.391231478828e-01
0.1713,1.000000000000e+00,6.545435720319e-02,1.021686375578e-01,5.242411336757e-01,7.477677369498e-01,5.291746658081e-01,1.331310230908e-01,1.261325111247e-02,3.185846241880e-01,7.411587770430e-01
0.1714,1.000000000000e+00,6.517974732342e-02,1.026841011421e-01,5.252571852857e-01,7.480273512617e-01,5.281279800162e-01,1.319566851702e-01,1.310285404865e-02,3.209043374527e-01,7.431848286827e-01
0.1715,1.000000000000e+00,6.490565113377e-02,1.032007836454e-01,5.262729622854e-01,7.482837081252e-01,5.270785099624e-01,1.307859168890e-01,1.360184090214e-02,3.232288131956e-01,7.452012294099e-01
0.1716,1.000000000000e+00,6.463206903682e-02,1.037186842427e-01,5.272884597264e-01,7.485368046545e-01,5.260262692060e-01,1.296187445439e-01,1.411021223363e-02,3.255579938298e-01,7.472079061213e-01
0.1717,1.000000000000e+00,6.435900143527e-02,1.042378021065e-01,5.283036726602e-01,7.487866379900e-01,5.249712713503e-01,1.284551943902e-01,1.462796839482e-02,3.278918215913e-01,7.492047860055e-01
0.1718,1.000000000000e+00,6.408644873191e-02,1.047581364069e-01,5.293185961387e-01,7.490332052984e-01,5.239135300423e-01,1.272952926416e-01,1.515510952827e-02,3.302302385403e-01,7.511917965452e-01
0.1719,1.000000000000e+00,6.381441132963e-02,1.052796863119e-01,5.303332252138e-01,7.492765037728e-01,5.228530589726e-01,1.261390654694e-01,1.569163556722e-02,3.325731865628e-01,7.531688655209e-01
0.1720,1.000000000000e+00,6.354288963143e-02,1.058024509868e-01,5.313475549375e-01,7.495165306326e-01,5.217898718753e-01,1.249865390023e-01,1.623754623549e-02,3.349206073720e-01,7.551359210129e-01
0.1721,1.000000000000e+00,6.327188404041e-02,1.063264295946e-01,5.323615803622e-01,7.497532831234e-01,5.207239825278e-01,1.238377393259e-01,1.679284104728e-02,3.372724425100e-01,7.570928914044e-01
0.1722,1.000000000000e+00,6.300139495975e-02,1.068516212960e-01,5.333752965403e-01,7.499867585176e-01,5.196554047507e-01,1.226926924820e-01,1.735751930711e-02,3.396286333492e-01,7.590397053844e-01
0.1723,1.000000000000e+00,6.273142279276e-02,1.073780252492e-01,5.343886985245e-01,7.502169541136e-01,5.185841524075e-01,1.215514244684e-01,1.793158010963e-02,3.419891210939e-01,7.609762919501e-01
0.1724,1.000000000000e+00,6.246196794282e-02,1.079056406101e-01,5.354017813679e-01,7.504438672367e-01,5.175102394050e-01,1.204139612384e-01,1.851502233951e-02,3.443538467820e-01,7.629025804098e-01
0.1725,1.000000000000e+00,6.219303081343e-02,1.084344665323e-01,5.364145401236e-01,7.506674952384e-01,5.164336796924e-01,1.192803287002e-01,1.910784467132e-02,3.467227512862e-01,7.648185003859e-01
