x,fdam_mode1,fdam_mode2,fdam_mode3,fdam_mode4,fdam_mode5,fdam_mode6,fdam_mode7,fdam_mode8,fdam_mode9,fdam_mode10
0.000,4.008680487125e+00,2.512197220515e+01,7.034224574439e+01,1.378427240671e+02,2.278639174629e+02,3.403892343809e+02,4.754196956310e+02,6.329551830140e+02,8.129958309189e+02,1.015541504778e+03
0.002,4.008871485292e+00,2.512611524512e+01,7.036123194022e+01,1.378946830845e+02,2.279739957085e+02,3.405895736354e+02,4.757493258339e+02,6.334599314660e+02,8.137282297768e+02,1.016560698141e+03
0.004,4.009061956906e+00,2.513021847895e+01,7.037991770417e+01,1.379454864160e+02,2.280809155690e+02,3.407828634453e+02,4.760652010460e+02,6.339402923509e+02,8.144203820804e+02,1.017517072804e+03
0.006,4.009251901947e+00,2.513428190182e+01,7.039830293351e+01,1.379951333146e+02,2.281846737847e+02,3.409690933261e+02,4.763672937322e+02,6.343962031033e+02,8.150721603236e+02,1.018410390060e+03
0.008,4.009441320381e+00,2.513830550589e+01,7.041638746504e+01,1.380436226184e+02,2.282852654020e+02,3.411482477378e+02,4.766555641694e+02,6.348275760824e+02,8.156833915530e+02,1.019240337366e+03
0.010,4.009630212162e+00,2.514228928053e+01,7.043417108175e+01,1.380909528202e+02,2.283826841716e+02,3.413203076775e+02,4.769299654841e+02,6.352343120390e+02,8.162538891071e+02,1.020006596165e+03
0.012,4.009818577230e+00,2.514623321248e+01,7.045165351949e+01,1.381371221360e+02,2.284769229330e+02,3.414852522099e+02,4.771904484506e+02,6.356163128242e+02,8.167834822666e+02,1.020708904536e+03
0.014,4.010006415513e+00,2.515013728604e+01,7.046883447340e+01,1.381821285709e+02,2.285679739882e+02,3.416430599347e+02,4.774369660458e+02,6.359734933176e+02,8.172720437413e+02,1.021347114495e+03
0.016,4.010193726926e+00,2.515400148326e+01,7.048571360434e+01,1.382259699837e+02,2.286558294614e+02,3.417937103890e+02,4.776694777520e+02,6.363057925480e+02,8.177195149057e+02,1.021921243679e+03
0.018,4.010380511374e+00,2.515782578413e+01,7.050229054516e+01,1.382686441506e+02,2.287404816462e+02,3.419371853838e+02,4.778879536010e+02,6.366131839760e+02,8.181259286929e+02,1.022431521170e+03
0.020,4.010566768746e+00,2.516161016673e+01,7.051856490682e+01,1.383101488256e+02,2.288219233400e+02,3.420734702728e+02,4.780923779513e+02,6.368956849119e+02,8.184914300555e+02,1.022878427228e+03
0.022,4.010752498922e+00,2.516535460746e+01,7.053453628448e+01,1.383504818005e+02,2.289001481639e+02,3.422025551513e+02,4.782827529902e+02,6.371533650371e+02,8.188162939083e+02,1.023262726711e+03
0.024,4.010937701772e+00,2.516905908115e+01,7.055020426344e+01,1.383896409627e+02,2.289751508702e+02,3.423244359838e+02,4.784591019530e+02,6.373863540012e+02,8.191009404743e+02,1.023585496012e+03
0.026,4.011122377151e+00,2.517272356129e+01,7.056556842488e+01,1.384276243512e+02,2.290469276345e+02,3.424391156577e+02,4.786214720498e+02,6.375948480709e+02,8.193459479681e+02,1.023848143371e+03
0.028,4.011306524906e+00,2.517634802018e+01,7.058062835163e+01,1.384644302103e+02,2.291154763344e+02,3.425466049634e+02,4.787699370956e+02,6.377791158058e+02,8.195520625673e+02,1.024052422494e+03
0.030,4.011490144871e+00,2.517993242910e+01,7.059538363372e+01,1.385000570424e+02,2.291807968135e+02,3.426469234956e+02,4.789045998335e+02,6.379395027453e+02,8.197202056369e+02,1.024200439453e+03
0.032,4.011673236871e+00,2.518347675847e+01,7.060983387383e+01,1.385345036584e+02,2.292428911294e+02,3.427401004779e+02,4.790255939476e+02,6.380764350909e+02,8.198514781947e+02,1.024294652933e+03
0.034,4.011855800720e+00,2.518698097805e+01,7.062397869264e+01,1.385677692256e+02,2.293017637881e+02,3.428261755060e+02,4.791330857602e+02,6.381904223769e+02,8.199471626253e+02,1.024337867928e+03
0.036,4.012037836221e+00,2.519044505706e+01,7.063781773402e+01,1.385998533151e+02,2.293574219613e+02,3.429051992108e+02,4.792272756085e+02,6.382820591268e+02,8.200087216736e+02,1.024333223101e+03
0.038,4.012219343168e+00,2.519386896438e+01,7.065135067015e+01,1.386307559456e+02,2.294098756894e+02,3.429772338382e+02,4.793083989007e+02,6.383520254994e+02,8.200377947728e+02,1.024284172060e+03
