x,fdam_mode1,fdam_mode2,fdam_mode3,fdam_mode4,fdam_mode5,fdam_mode6,fdam_mode7,fdam_mode8,fdam_mode9,fdam_mode10
0.000,3.975151318811e+00,2.491184849059e+01,6.975389329158e+01,1.366897881045e+02,2.259580315571e+02,3.375421708724e+02,4.714432183223e+02,6.276610566962e+02,8.061958192590e+02,1.007047372568e+03
0.002,3.975526675187e+00,2.491999053976e+01,6.979120563743e+01,1.367918998094e+02,2.261743612320e+02,3.379358846853e+02,4.720910192954e+02,6.286530062671e+02,8.076351554866e+02,1.009050327535e+03
0.004,3.975900996763e+00,2.492805436051e+01,6.982792756387e+01,1.368917403195e+02,2.263844839363e+02,3.383157446795e+02,4.727117884724e+02,6.295970285257e+02,8.089953977578e+02,1.010929828966e+03
0.006,3.976274283498e+00,2.493603994334e+01,6.986405886906e+01,1.369893081666e+02,2.265883932640e+02,3.386817302504e+02,4.733054717404e+02,6.304930005163e+02,8.102762954923e+02,1.012685407739e+03
0.008,3.976646535328e+00,2.494394727286e+01,6.989959923222e+01,1.370846010672e+02,2.267860794804e+02,3.390338108583e+02,4.738719910341e+02,6.313407500040e+02,8.114775087965e+02,1.014316449640e+03
0.010,3.977017752159e+00,2.495177632817e+01,6.993454822692e+01,1.371776160596e+02,2.269775303036e+02,3.393719491580e+02,4.744112542359e+02,6.321400819406e+02,8.125986708363e+02,1.015822328625e+03
0.012,3.977387933876e+00,2.495952708320e+01,6.996890533400e+01,1.372683496375e+02,2.271627316620e+02,3.396961040069e+02,4.749231646061e+02,6.328908034405e+02,8.136394461082e+02,1.017202529959e+03
0.014,3.977757080336e+00,2.496719950710e+01,7.000266995437e+01,1.373567978805e+02,2.273416684270e+02,3.400062333481e+02,4.754076297329e+02,6.335927472224e+02,8.145995844569e+02,1.018456762821e+03
0.016,3.978125191373e+00,2.497479356462e+01,7.003584142152e+01,1.374429565810e+02,2.275143251209e+02,3.403022969673e+02,4.758645699897e+02,6.342457934628e+02,8.154789706696e+02,1.019585061869e+03
0.018,3.978492266797e+00,2.498230921641e+01,7.006841901391e+01,1.375268213682e+02,2.276806865988e+02,3.405842591189e+02,4.762939264816e+02,6.348498900062e+02,8.162776694675e+02,1.020587877304e+03
