x,fdam_mode1,fdam_mode2,fdam_mode3,fdam_mode4,fdam_mode5,fdam_mode6,fdam_mode7,fdam_mode8,fdam_mode9,fdam_mode10
0.000,4.022011904748e+00,2.520551877467e+01,7.057617854537e+01,1.383011389811e+02,2.286217102216e+02,3.415212455383e+02,4.770007691361e+02,6.350601624228e+02,8.156995602340e+02,1.018918827554e+03
0.002,4.022129600880e+00,2.520807178230e+01,7.058787814354e+01,1.383331569604e+02,2.286895422008e+02,3.416446977979e+02,4.772038925503e+02,6.353711965087e+02,8.161508761487e+02,1.019546870840e+03
0.004,4.022246972541e+00,2.521060026075e+01,7.059939261077e+01,1.383644627875e+02,2.287554279325e+02,3.417638060767e+02,4.773985399187e+02,6.356672025849e+02,8.165773914917e+02,1.020136204236e+03
0.006,4.022364019720e+00,2.521310420705e+01,7.061072188376e+01,1.383950560022e+02,2.288193654079e+02,3.418785639140e+02,4.775846942737e+02,6.359481420976e+02,8.169790276915e+02,1.020686680646e+03
0.008,4.022480742395e+00,2.521558361637e+01,7.062186586193e+01,1.384249358883e+02,2.288813515748e+02,3.419889617339e+02,4.777623311373e+02,6.362139610412e+02,8.173556781715e+02,1.021198107479e+03
0.010,4.022597140538e+00,2.521803848215e+01,7.063282441158e+01,1.384541015173e+02,2.289413825820e+02,3.420949878264e+02,4.779314216254e+02,6.364645982566e+02,8.177072279080e+02,1.021670288431e+03
0.012,4.022713214112e+00,2.522046879623e+01,7.064359736991e+01,1.384825517897e+02,2.289994540172e+02,3.421966292909e+02,4.780919354042e+02,6.366999932629e+02,8.180335717009e+02,1.022103062106e+03
0.014,4.022828963072e+00,2.522287454892e+01,7.065418454908e+01,1.385102854761e+02,2.290555611367e+02,3.422938729402e+02,4.782438434975e+02,6.369200936077e+02,8.183346311120e+02,1.022496337311e+03
0.016,4.022944387367e+00,2.522525572919e+01,7.066458574010e+01,1.385373012574e+02,2.291096990874e+02,3.423867061647e+02,4.783871209374e+02,6.371248617193e+02,8.186103700153e+02,1.022850124916e+03
0.018,4.023059486937e+00,2.522761232467e+01,7.067480071671e+01,1.385635977630e+02,2.291618631204e+02,3.424751177560e+02,4.785217492571e+02,6.373142812439e+02,8.188608087048e+02,1.023164566085e+03
0.020,4.023174261715e+00,2.522994432189e+01,7.068482923920e+01,1.385891736089e+02,2.292120487974e+02,3.425590986889e+02,4.786477188182e+02,6.374883628485e+02,8.190860365025e+02,1.023439956760e+03
0.022,4.023288711627e+00,2.523225170628e+01,7.069467105810e+01,1.386140274345e+02,2.292602521877e+02,3.426386428600e+02,4.787650309684e+02,6.376471494715e+02,8.192862228153e+02,1.023676768261e+03
0.024,4.023402836591e+00,2.523453446234e+01,7.070432591785e+01,1.386381579379e+02,2.293064700574e+02,3.427137477824e+02,4.788737000257e+02,6.377907210055e+02,8.194616265914e+02,1.023875663878e+03
0.026,4.023516636520e+00,2.523679257374e+01,7.071379356038e+01,1.386615639107e+02,2.293507000499e+02,3.427844152355e+02,4.789737550817e+02,6.379191983928e+02,8.196126041360e+02,1.024037511390e+03
0.028,4.023630111318e+00,2.523902602340e+01,7.072307372862e+01,1.386842442709e+02,2.293929408575e+02,3.428506518684e+02,4.790652416225e+02,6.380327471244e+02,8.197396152555e+02,1.024163391460e+03
0.030,4.023743260883e+00,2.524123479362e+01,7.073216616993e+01,1.387061980959e+02,2.294331923836e+02,3.429124697558e+02,4.791482229599e+02,6.381315801271e+02,8.198432277099e+02,1.024254601882e+03
0.032,4.023856085108e+00,2.524341886619e+01,7.074107063949e+01,1.387274246527e+02,2.294714558963e+02,3.429698869057e+02,4.792227814722e+02,6.382159600332e+02,8.199241199639e+02,1.024312657739e+03
0.034,4.023968583878e+00,2.524557822245e+01,7.074978690354e+01,1.387479234284e+02,2.295077341721e+02,3.430229277176e+02,4.792890196499e+02,6.382862008257e+02,8.199830822436e+02,1.024339287511e+03
0.036,4.024080757071e+00,2.524771284346e+01,7.075831474265e+01,1.387676941586e+02,2.295420316306e+02,3.430716233910e+02,4.793470609441e+02,6.383426688597e+02,8.200210159159e+02,1.024336425294e+03
0.038,4.024192604561e+00,2.524982271003e+01,7.076665395479e+01,1.387867368548e+02,2.295743544585e+02,3.431160122829e+02,4.793970504170e+02,6.383857832599e+02,8.200389312255e+02,1.024306199257e+03
0.040,4.024304126214e+00,2.525190780285e+01,7.077480435844e+01,1.388050518309e+02,2.296047107250e+02,3.431561402136e+02,4.794391551931e+02,6.384160157025e+02,8.200379434389e+02,1.024250916577e+03
0.042,4.024415321892e+00,2.525396810262e+01,7.078276579557e+01,1.388226397280e+02,2.296331104861e+02,3.431920607207e+02,4.794735647120e+02,6.384338895920e+02,8.200192674560e+02,1.024173045088e+03
0.044,4.024526191450e+00,2.525600359007e+01,7.079053813447e+01,1.388395015379e+02,2.296595658793e+02,3.432238352617e+02,4.795004907835e+02,6.384399786461e+02,8.199842109710e+02,1.024075191951e+03
0.046,4.024636734737e+00,2.525801424614e+01,7.079812127267e+01,1.388556386258e+02,2.296840912078e+02,3.432515333629e+02,4.795201674474e+02,6.384349049108e+02,8.199341662727e+02,1.023960079662e+03
0.048,4.024746951597e+00,2.526000005202e+01,7.080551513960e+01,1.388710527514e+02,2.297067030148e+02,3.432752327174e+02,4.795328506414e+02,6.384193362256e+02,8.198706007914e+02,1.023830519784e+03
0.050,4.024856841870e+00,2.526196098925e+01,7.081271969928e+01,1.388857460883e+02,2.297274201464e+02,3.432950192302e+02,4.795388176816e+02,6.383939831698e+02,8.197950465106e+02,1.023689384786e+03
0.052,4.024966405389e+00,2.526389703982e+01,7.081973495289e+01,1.388997212428e+02,2.297462638054e+02,3.433109870116e+02,4.795383665598e+02,6.383595955190e+02,8.197090883746e+02,1.023539578413e+03
0.054,4.025075641983e+00,2.526580818627e+01,7.082656094124e+01,1.389129812705e+02,2.297632575935e+02,3.433232383202e+02,4.795318150658e+02,6.383169582484e+02,8.196143518328e+02,1.023384005033e+03
0.056,4.025184551474e+00,2.526769441177e+01,7.083319774721e+01,1.389255296927e+02,2.297784275433e+02,3.433318834551e+02,4.795194997398e+02,6.382668871214e+02,8.195124896695e+02,1.023225538407e+03
0.058,4.025293133682e+00,2.526955570020e+01,7.083964549802e+01,1.389373705101e+02,2.297918021401e+02,3.433370405985e+02,4.795017746648e+02,6.382102239063e+02,8.194051682784e+02,1.023066990347e+03
0.060,4.025401388421e+00,2.527139203624e+01,7.084590436750e+01,1.389485082160e+02,2.298034123327e+02,3.433388356106e+02,4.794790101076e+02,6.381478312662e+02,8.192940535434e+02,1.022911079730e+03
