x,fdam_mode1,fdam_mode2,fdam_mode3,fdam_mode4,fdam_mode5,fdam_mode6,fdam_mode7,fdam_mode8,fdam_mode9,fdam_mode10
0.000,3.990559285933e+00,2.500840857390e+01,7.002426430599e+01,1.372196073723e+02,2.268338608381e+02,3.388505081543e+02,4.732705655163e+02,6.300939152594e+02,8.093206911648e+02,1.010950759273e+03
0.002,3.990849922486e+00,2.501471292159e+01,7.005315506756e+01,1.372986719514e+02,2.270013638164e+02,3.391553587777e+02,4.737721545488e+02,6.308619768187e+02,8.104351619604e+02,1.012501637221e+03
0.004,3.991139757798e+00,2.502095669740e+01,7.008158867035e+01,1.373759779558e+02,2.271640607686e+02,3.394494824590e+02,4.742528129977e+02,6.315929285014e+02,8.114883907035e+02,1.013956925718e+03
0.006,3.991428791838e+00,2.502713989398e+01,7.010956495807e+01,1.374515242486e+02,2.273219467345e+02,3.397328632442e+02,4.747124989635e+02,6.322866751034e+02,8.124801833714e+02,1.015316261524e+03
0.008,3.991717024556e+00,2.503326249943e+01,7.013708368236e+01,1.375253090619e+02,2.274750141768e+02,3.400054774865e+02,4.751511520008e+02,6.329430832643e+02,8.134102767861e+02,1.016579169058e+03
0.010,3.992004455880e+00,2.503932449754e+01,7.016414451302e+01,1.375973301022e+02,2.276232535854e+02,3.402672962698e+02,4.755687007834e+02,6.335620019590e+02,8.142783869096e+02,1.017745163575e+03
0.012,3.992291085720e+00,2.504532586814e+01,7.019074704809e+01,1.376675846549e+02,2.277666540649e+02,3.405182877375e+02,4.759650704060e+02,6.341432818373e+02,8.150842539635e+02,1.018813846521e+03
0.014,3.992576913965e+00,2.505126658735e+01,7.021689082367e+01,1.377360696842e+02,2.279052039013e+02,3.407584193253e+02,4.763401893150e+02,6.346867933741e+02,8.158276842536e+02,1.019784992712e+03
0.016,3.992861940488e+00,2.505714662786e+01,7.024257532370e+01,1.378027819323e+02,2.280388911102e+02,3.409876598953e+02,4.766939958556e+02,6.351924437907e+02,8.165085885714e+02,1.020658628985e+03
0.018,3.993146165141e+00,2.506296595920e+01,7.026779998949e+01,1.378677180148e+02,2.281677039651e+02,3.412059817699e+02,4.770264444259e+02,6.356601927032e+02,8.171270170299e+02,1.021435103928e+03
0.020,3.993429587759e+00,2.506872454805e+01,7.029256422907e+01,1.379308745143e+02,2.282916315058e+02,3.414133626623e+02,4.773375112249e+02,6.360900664523e+02,8.176831901998e+02,1.022115148339e+03
0.022,3.993712208159e+00,2.507442235846e+01,7.031686742642e+01,1.379922480708e+02,2.284106640259e+02,3.416097875006e+02,4.776271995810e+02,6.364821710700e+02,8.181775264111e+02,1.022699926081e+03
0.024,3.993994026139e+00,2.508005935215e+01,7.034070895045e+01,1.380518354694e+02,2.285247935399e+02,3.417952501441e+02,4.778955448504e+02,6.368367038405e+02,8.186106651052e+02,1.023191075072e+03
0.026,3.994275041483e+00,2.508563548878e+01,7.036408816389e+01,1.381096337261e+02,2.286340142285e+02,3.419697549868e+02,4.781426188717e+02,6.371539634173e+02,8.189834861353e+02,1.023590738190e+03
0.028,3.994555253956e+00,2.509115072620e+01,7.038700443195e+01,1.381656401693e+02,2.287383228622e+02,3.421333184478e+02,4.783685339669e+02,6.374343584602e+02,8.192971249386e+02,1.023901584000e+03
0.030,3.994834663306e+00,2.509660502069e+01,7.040945713077e+01,1.382198525204e+02,2.288377192027e+02,3.422859703440e+02,4.785734464774e+02,6.376784147666e+02,8.195529835306e+02,1.024126817255e+03
0.032,3.995113269266e+00,2.510199832727e+01,7.043144565577e+01,1.382722689695e+02,2.289322063813e+02,3.424277551439e+02,4.787575598266e+02,6.378867808755e+02,8.197527372991e+02,1.024270179264e+03
0.034,3.995391071553e+00,2.510733059990e+01,7.045296942974e+01,1.383228882499e+02,2.290217912544e+02,3.425587330995e+02,4.789211271022e+02,6.380602321308e+02,8.198983376128e+02,1.024335938310e+03
0.036,3.995668069868e+00,2.511260179175e+01,7.047402791077e+01,1.383717097088e+02,2.291064847353e+02,3.426789812543e+02,4.790644531521e+02,6.381996732024e+02,8.199920102897e+02,1.024328870406e+03
0.038,3.995944263897e+00,2.511781185546e+01,7.049462060003e+01,1.384187333747e+02,2.291863021017e+02,3.427885943259e+02,4.791878961900e+02,6.383061390687e+02,8.200362500091e+02,1.024254230814e+03
0.040,3.996219653312e+00,2.512296074338e+01,7.051474704927e+01,1.384639600227e+02,2.292612632795e+02,3.428876854621e+02,4.792918689102e+02,6.383807944782e+02,8.200338107879e+02,1.024117716833e+03
0.042,3.996494237769e+00,2.512804840779e+01,7.053440686820e+01,1.385073912357e+02,2.293313931006e+02,3.429763868681e+02,4.793768391112e+02,6.384249319152e+02,8.199876926767e+02,1.023925422485e+03
0.044,3.996768016912e+00,2.513307480116e+01,7.055359973165e+01,1.385490294631e+02,2.293967215371e+02,3.430548503054e+02,4.794433298317e+02,6.384399681079e+02,8.199011248704e+02,1.023683785840e+03
0.046,3.997040990368e+00,2.513803987640e+01,7.057232538653e+01,1.385888780762e+02,2.294572839093e+02,3.431232474611e+02,4.794919190051e+02,6.384274391239e+02,8.197775454598e+02,1.023399529778e+03
0.048,3.997313157753e+00,2.514294358704e+01,7.059058365861e+01,1.386269414200e+02,2.295131210682e+02,3.431817701891e+02,4.795232386392e+02,6.383889941136e+02,8.196205780889e+02,1.023079597120e+03
0.050,3.997584518669e+00,2.514778588752e+01,7.060837445901e+01,1.386632248621e+02,2.295642795525e+02,3.432306306211e+02,4.795379735327e+02,6.383263877678e+02,8.194340058083e+02,1.022731081084e+03
0.052,3.997855072705e+00,2.515256673338e+01,7.062569779067e+01,1.386977348383e+02,2.296108117199e+02,3.432700611518e+02,4.795368595414e+02,6.382414715677e+02,8.192217424491e+02,1.022361152122e+03
0.054,3.998124819438e+00,2.515728608150e+01,7.064255375436e+01,1.387304788945e+02,2.296527758517e+02,3.433003142966e+02,4.795206814088e+02,6.381361839158e+02,8.189878018640e+02,1.021976982225e+03
0.056,3.998393758431e+00,2.516194389029e+01,7.065894255472e+01,1.387614657258e+02,2.296902362325e+02,3.433216624256e+02,4.794902701808e+02,6.380125392426e+02,8.187362654070e+02,1.021585667801e+03
0.058,3.998661889236e+00,2.516654011995e+01,7.067486450593e+01,1.387907052114e+02,2.297232632032e+02,3.433343973757e+02,4.794465002231e+02,6.378726161946e+02,8.184712480383e+02,1.021194152288e+03
0.060,3.998929211396e+00,2.517107473266e+01,7.069032003723e+01,1.388182084469e+02,2.297519331885e+02,3.433388299439e+02,4.793902858657e+02,6.377185450154e+02,8.181968634598e+02,1.020809149622e+03
0.062,3.999195724438e+00,2.517554769280e+01,7.070530969821e+01,1.388439877728e+02,2.297763286988e+02,3.433352892645e+02,4.793225776979e+02,6.375524942373e+02,8.179171886928e+02,1.020437069708e+03
0.064,3.999461427882e+00,2.517995896714e+01,7.071983416389e+01,1.388680567993e+02,2.297965383064e+02,3.433241220746e+02,4.792443585424e+02,6.373766568100e+02,8.176362285174e+02,1.020083946974e+03
0.066,3.999726321235e+00,2.518430852506e+01,7.073389423956e+01,1.388904304280e+02,2.298126565969e+02,3.433056918725e+02,4.791566391363e+02,6.371932357918e+02,8.173578801935e+02,1.019755373078e+03
