x,fdam_mode1,fdam_mode2,fdam_mode3,fdam_mode4,fdam_mode5,fdam_mode6,fdam_mode7,fdam_mode8,fdam_mode9,fdam_mode10
0.000,4.018028920400e+00,2.518055783742e+01,7.050628720214e+01,1.381641798460e+02,2.283953069401e+02,3.411830382411e+02,4.765283969397e+02,6.344312645610e+02,8.148917758072e+02,1.017909795797e+03
0.002,4.018168516743e+00,2.518358589385e+01,7.052016379343e+01,1.382021555445e+02,2.284757606991e+02,3.413294617785e+02,4.767693163763e+02,6.348001740589e+02,8.154270699600e+02,1.018654701720e+03
0.004,4.018307728240e+00,2.518658485685e+01,7.053382080569e+01,1.382392865777e+02,2.285539060642e+02,3.414707330324e+02,4.770001825939e+02,6.351512592226e+02,8.159329487950e+02,1.019353694844e+03
0.006,4.018446554876e+00,2.518955472290e+01,7.054725816384e+01,1.382755723996e+02,2.286297406529e+02,3.416068443401e+02,4.772209754676e+02,6.354844743244e+02,8.164093191207e+02,1.020006600700e+03
0.008,4.018584996627e+00,2.519249548627e+01,7.056047574861e+01,1.383110121610e+02,2.287032608448e+02,3.417377843436e+02,4.774316659647e+02,6.357997553095e+02,8.168560545294e+02,1.020613190860e+03
0.010,4.018723053459e+00,2.519540713919e+01,7.057347340138e+01,1.383456047604e+02,2.287744620723e+02,3.418635391542e+02,4.776322198264e+02,6.360970296388e+02,8.172730185943e+02,1.021173232496e+03
0.012,4.018860725327e+00,2.519828967196e+01,7.058625092908e+01,1.383793488939e+02,2.288433391021e+02,3.419840934707e+02,4.778226010748e+02,6.363762255776e+02,8.176600865404e+02,1.021686534176e+03
0.014,4.018998012181e+00,2.520114307311e+01,7.059880810891e+01,1.384122431033e+02,2.289098863078e+02,3.420994316521e+02,4.780027753417e+02,6.366372809132e+02,8.180171653341e+02,1.022152987743e+03
0.016,4.019134913956e+00,2.520396732954e+01,7.061114469300e+01,1.384442858239e+02,2.289740979332e+02,3.422095387426e+02,4.781727130135e+02,6.368801510830e+02,8.183442121274e+02,1.022572606086e+03
0.018,4.019271430584e+00,2.520676242659e+01,7.062326041300e+01,1.384754754301e+02,2.290359683459e+02,3.423144014481e+02,4.783323921873e+02,6.371048166901e+02,8.186412509902e+02,1.022945556636e+03
0.020,4.019407561985e+00,2.520952834828e+01,7.063515498458e+01,1.385058102806e+02,2.290954922815e+02,3.424140090642e+02,4.784818014309e+02,6.373112903861e+02,8.189083878653e+02,1.023272190406e+03
0.022,4.019543308070e+00,2.521226507732e+01,7.064682811184e+01,1.385352887613e+02,2.291526650780e+02,3.425083543515e+02,4.786209423431e+02,6.374996230997e+02,8.191458236819e+02,1.023553066412e+03
0.024,4.019678668743e+00,2.521497259534e+01,7.065827949169e+01,1.385639093283e+02,2.292074828998e+02,3.425974343606e+02,4.787498319059e+02,6.376699095888e+02,8.193538655716e+02,1.023788971367e+03
0.026,4.019813643900e+00,2.521765088296e+01,7.066950881802e+01,1.385916705482e+02,2.292599429519e+02,3.426812512020e+02,4.788685046244e+02,6.378222933005e+02,8.195329361387e+02,1.023980934522e+03
0.028,4.019948233428e+00,2.522029991993e+01,7.068051578594e+01,1.386185711379e+02,2.293100436831e+02,3.427598127620e+02,4.789770144480e+02,6.379569705190e+02,8.196835807479e+02,1.024130237622e+03
0.030,4.020082437206e+00,2.522291968526e+01,7.069130009580e+01,1.386446100028e+02,2.293577849788e+02,3.428331333621e+02,4.790754364696e+02,6.380741937916e+02,8.198064728047e+02,1.024238419949e+03
0.032,4.020216255106e+00,2.522551015733e+01,7.070186145722e+01,1.386697862738e+02,2.294031683432e+02,3.429012343609e+02,4.791638683959e+02,6.381742746193e+02,8.199024170185e+02,1.024307278501e+03
0.034,4.020349686991e+00,2.522807131405e+01,7.071219959295e+01,1.386940993423e+02,2.294461970694e+02,3.429641446983e+02,4.792424317881e+02,6.382575854096e+02,8.199723506559e+02,1.024338863387e+03
0.036,4.020482732719e+00,2.523060313290e+01,7.072231424271e+01,1.387175488949e+02,2.294868763992e+02,3.430219013792e+02,4.793112730684e+02,6.383245606867e+02,8.200173428050e+02,1.024335468585e+03
0.038,4.020615392139e+00,2.523310559116e+01,7.073220516690e+01,1.387401349451e+02,2.295252136708e+02,3.430745498977e+02,4.793705642914e+02,6.383756975634e+02,8.200385916912e+02,1.024299618263e+03
0.040,4.020747665092e+00,2.523557866592e+01,7.074187215022e+01,1.387618578654e+02,2.295612184547e+02,3.431221446001e+02,4.794205036791e+02,6.384115554830e+02,8.200374201030e+02,1.024234048903e+03
0.042,4.020879551415e+00,2.523802233427e+01,7.075131500521e+01,1.387827184159e+02,2.295949026780e+02,3.431647489861e+02,4.794613159210e+02,6.384327552417e+02,8.200152690019e+02,1.024141687542e+03
0.044,4.021011050934e+00,2.524043657338e+01,7.076053357570e+01,1.388027177732e+02,2.296262807368e+02,3.432024359486e+02,4.794932522392e+02,6.384399773116e+02,8.199736894103e+02,1.024025626463e+03
0.046,4.021142163472e+00,2.524282136063e+01,7.076952774011e+01,1.388218575566e+02,2.296553695956e+02,3.432352879513e+02,4.795165902221e+02,6.384339594851e+02,8.199143326859e+02,1.023889094749e+03
0.048,4.021272888845e+00,2.524517667370e+01,7.077829741475e+01,1.388401398529e+02,2.296821888759e+02,3.432633971438e+02,4.795316334310e+02,6.384154938696e+02,8.198389393098e+02,1.023735427123e+03
0.050,4.021403226860e+00,2.524750249071e+01,7.078684255696e+01,1.388575672404e+02,2.297067609308e+02,3.432868654156e+02,4.795387107833e+02,6.383854232648e+02,8.197493263283e+02,1.023568030546e+03
0.052,4.021533177321e+00,2.524979879030e+01,7.079516316812e+01,1.388741428102e+02,2.297291109082e+02,3.433058043888e+02,4.795381757194e+02,6.383446369602e+02,8.196473736028e+02,1.023390349076e+03
0.054,4.021662740024e+00,2.525206555176e+01,7.080325929665e+01,1.388898701868e+02,2.297492668015e+02,3.433203353496e+02,4.795304051615e+02,6.382940659944e+02,8.195350090368e+02,1.023205827507e+03
