x,fdam_mode1,fdam_mode2,fdam_mode3,fdam_mode4,fdam_mode5,fdam_mode6,fdam_mode7,fdam_mode8,fdam_mode9,fdam_mode10
0.000,4.042079568597e+00,2.533128067938e+01,7.092831550079e+01,1.389911868559e+02,2.297624088913e+02,3.432252518205e+02,4.793807449585e+02,6.382287691214e+02,8.197694598177e+02,1.024002681358e+03
0.002,4.042086923830e+00,2.533144022554e+01,7.092904664860e+01,1.389931877687e+02,2.297666479431e+02,3.432329667734e+02,4.793934388338e+02,6.382482067027e+02,8.197976640892e+02,1.024041929926e+03
0.004,4.042094258785e+00,2.533159823878e+01,7.092976622694e+01,1.389951441766e+02,2.297707653673e+02,3.432404102562e+02,4.794056030120e+02,6.382667051325e+02,8.198243184883e+02,1.024078759381e+03
0.006,4.042101573463e+00,2.533175471893e+01,7.093047423187e+01,1.389970560510e+02,2.297747610383e+02,3.432475818650e+02,4.794172364328e+02,6.382842620012e+02,8.198494181049e+02,1.024113160530e+03
0.008,4.042108867861e+00,2.533190966568e+01,7.093117065709e+01,1.389989233470e+02,2.297786347654e+02,3.432544810015e+02,4.794283375666e+02,6.383008739341e+02,8.198729562786e+02,1.024145121338e+03
0.010,4.042116141978e+00,2.533206307862e+01,7.093185549425e+01,1.390007460067e+02,2.297823863079e+02,3.432611069338e+02,4.794389046082e+02,6.383165371089e+02,8.198949258212e+02,1.024174629537e+03
0.012,4.042123395812e+00,2.533221495724e+01,7.093252873318e+01,1.390025239613e+02,2.297860153900e+02,3.432674588557e+02,4.794489356619e+02,6.383312477460e+02,8.199153201584e+02,1.024201675041e+03
0.014,4.042130629360e+00,2.533236530093e+01,7.093319036213e+01,1.390042571340e+02,2.297895217153e+02,3.432735359432e+02,4.794584289170e+02,6.383450025676e+02,8.199341343882e+02,1.024226252150e+03
0.016,4.042137842618e+00,2.533251410901e+01,7.093384036805e+01,1.390059454424e+02,2.297929049806e+02,3.432793374082e+02,4.794673828131e+02,6.383577992256e+02,8.199513662532e+02,1.024248361545e+03
0.018,4.042145035582e+00,2.533266138071e+01,7.093447873679e+01,1.390075888007e+02,2.297961648890e+02,3.432848625502e+02,4.794757961962e+02,6.383696366980e+02,8.199670170214e+02,1.024268012046e+03
