x,fdam_mode1,fdam_mode2,fdam_mode3,fdam_mode4,fdam_mode5,fdam_mode6,fdam_mode7,fdam_mode8,fdam_mode9,fdam_mode10
0.000,4.038160379265e+00,2.530671953868e+01,7.085954359941e+01,1.388564213799e+02,2.295396318859e+02,3.428924615519e+02,4.789159386949e+02,6.376099442465e+02,8.189746135839e+02,1.023009811150e+03
0.002,4.038189283935e+00,2.530734652483e+01,7.086241687168e+01,1.388642845878e+02,2.295562905559e+02,3.429227798542e+02,4.789658232179e+02,6.376863302558e+02,8.190854510234e+02,1.023164050580e+03
0.004,4.038218108920e+00,2.530796748693e+01,7.086524467815e+01,1.388719729001e+02,2.295724712523e+02,3.429520313302e+02,4.790136261320e+02,6.377590255774e+02,8.191901977584e+02,1.023308783355e+03
0.006,4.038246854216e+00,2.530858242424e+01,7.086802700328e+01,1.388794862039e+02,2.295881734818e+02,3.429802143932e+02,4.790593432702e+02,6.378280207430e+02,8.192888344928e+02,1.023443973349e+03
0.008,4.038275519818e+00,2.530919133559e+01,7.087076382236e+01,1.388868243233e+02,2.296033964948e+02,3.430073266914e+02,4.791029686211e+02,6.378933024893e+02,8.193813350527e+02,1.023569573264e+03
0.010,4.038304105720e+00,2.530979421935e+01,7.087345510256e+01,1.388939870303e+02,2.296181393454e+02,3.430333653491e+02,4.791444950910e+02,6.379548557967e+02,8.194676711897e+02,1.023685534891e+03
0.012,4.038332611911e+00,2.531039107353e+01,7.087610080389e+01,1.389009740548e+02,2.296324009501e+02,3.430583271980e+02,4.791839152303e+02,6.380126658116e+02,8.195478170680e+02,1.023791818592e+03
0.014,4.038361038381e+00,2.531098189575e+01,7.087870088023e+01,1.389077850949e+02,2.296461801440e+02,3.430822089995e+02,4.792212219229e+02,6.380667196525e+02,8.196217534243e+02,1.023888401973e+03
0.016,4.038389385117e+00,2.531156668328e+01,7.088125528024e+01,1.389144198266e+02,2.296594757350e+02,3.431050076569e+02,4.792564090370e+02,6.381170080923e+02,8.196894713864e+02,1.023975287702e+03
0.018,4.038417652106e+00,2.531214543312e+01,7.088376394838e+01,1.389208779134e+02,2.296722865570e+02,3.431267204175e+02,4.792894720374e+02,6.381635271146e+02,8.197509759383e+02,1.024052510448e+03
0.020,4.038445839329e+00,2.531271814193e+01,7.088622682575e+01,1.389271590154e+02,2.296846115200e+02,3.431473450648e+02,4.793204085569e+02,6.382062793391e+02,8.198062890163e+02,1.024120142889e+03
0.022,4.038473946769e+00,2.531328480614e+01,7.088864385110e+01,1.389332627983e+02,2.296964496586e+02,3.431668800999e+02,4.793492189266e+02,6.382452753110e+02,8.198554522247e+02,1.024178300777e+03
0.024,4.038501974407e+00,2.531384542195e+01,7.089101496166e+01,1.389391889426e+02,2.297078001786e+02,3.431853249121e+02,4.793759066628e+02,6.382805346508e+02,8.198985291577e+02,1.024227147007e+03
0.026,4.038529922220e+00,2.531439998534e+01,7.089334009406e+01,1.389449371513e+02,2.297186625014e+02,3.432026799384e+02,4.794004789100e+02,6.383120870605e+02,8.199356073194e+02,1.024266894695e+03
0.028,4.038557790185e+00,2.531494849213e+01,7.089561918517e+01,1.389505071589e+02,2.297290363056e+02,3.432189468117e+02,4.794229468389e+02,6.383399731825e+02,8.199667996324e+02,1.024297809236e+03
0.030,4.038585578276e+00,2.531549093796e+01,7.089785217293e+01,1.389558987386e+02,2.297389215677e+02,3.432341284974e+02,4.794433259983e+02,6.383642453090e+02,8.199922455313e+02,1.024320209354e+03
0.032,4.038613286469e+00,2.531602731836e+01,7.090003899722e+01,1.389611117106e+02,2.297483185990e+02,3.432482294180e+02,4.794616366192e+02,6.383849679390e+02,8.200121116384e+02,1.024334467133e+03
0.034,4.038640914734e+00,2.531655762875e+01,7.090217960064e+01,1.389661459488e+02,2.297572280814e+02,3.432612555657e+02,4.794779038719e+02,6.384022181829e+02,8.200265920232e+02,1.024341007066e+03
0.036,4.038668463041e+00,2.531708186448e+01,7.090427392929e+01,1.389710013883e+02,2.297656511003e+02,3.432732146028e+02,4.794921580743e+02,6.384160860127e+02,8.200359080499e+02,1.024340304142e+03
0.038,4.038695931360e+00,2.531760002083e+01,7.090632193356e+01,1.389756780319e+02,2.297735891751e+02,3.432841159492e+02,4.795044348521e+02,6.384266743602e+02,8.200403078217e+02,1.024332881012e+03
0.040,4.038723319657e+00,2.531811209307e+01,7.090832356887e+01,1.389801759567e+02,2.297810442874e+02,3.432939708578e+02,4.795147752487e+02,6.384340990630e+02,8.200400652339e+02,1.024319304290e+03
0.042,4.038750627899e+00,2.531861807644e+01,7.091027879641e+01,1.389844953202e+02,2.297880189070e+02,3.433027924767e+02,4.795232257883e+02,6.384384886625e+02,8.200354786504e+02,1.024300180044e+03
0.044,4.038777856050e+00,2.531911796623e+01,7.091218758384e+01,1.389886363659e+02,2.297945160145e+02,3.433105958992e+02,4.795298384884e+02,6.384399840567e+02,8.200268692243e+02,1.024276148560e+03
0.046,4.038805004073e+00,2.531961175775e+01,7.091404990598e+01,1.389925994291e+02,2.298005391228e+02,3.433173982001e+02,4.795346708264e+02,6.384387380119e+02,8.200145788839e+02,1.024247878449e+03
0.048,4.038832071930e+00,2.532009944638e+01,7.091586574551e+01,1.389963849420e+02,2.298060922945e+02,3.433232184596e+02,4.795377856573e+02,6.384349145412e+02,8.199989680114e+02,1.024216060193e+03
0.050,4.038859059581e+00,2.532058102758e+01,7.091763509359e+01,1.389999934384e+02,2.298111801582e+02,3.433280777751e+02,4.795392510863e+02,6.384286881536e+02,8.199804128425e+02,1.024181399235e+03
0.052,4.038885966986e+00,2.532105649694e+01,7.091935795052e+01,1.390034255583e+02,2.298158079208e+02,3.433319992588e+02,4.795391402966e+02,6.384202429846e+02,8.199593026193e+02,1.024144608698e+03
0.054,4.038912794102e+00,2.532152585016e+01,7.092103432630e+01,1.390066820522e+02,2.298199813787e+02,3.433350080242e+02,4.795375313331e+02,6.384097718141e+02,8.199360365314e+02,1.024106401858e+03
0.056,4.038939540886e+00,2.532198908312e+01,7.092266424130e+01,1.390097637848e+02,2.298237069251e+02,3.433371311592e+02,4.795345068459e+02,6.383974749832e+02,8.199110204817e+02,1.024067484473e+03
0.058,4.038966207293e+00,2.532244619184e+01,7.092424772677e+01,1.390126717387e+02,2.298269915557e+02,3.433383976879e+02,4.795301537933e+02,6.383835592193e+02,8.198846637152e+02,1.024028547089e+03
0.060,4.038992793278e+00,2.532289717258e+01,7.092578482538e+01,1.390154070174e+02,2.298298428711e+02,3.433388385200e+02,4.795245631080e+02,6.383682363817e+02,8.198573753517e+02,1.023990257428e+03
0.062,4.039019298793e+00,2.532334202179e+01,7.092727559180e+01,1.390179708482e+02,2.298322690773e+02,3.433384863889e+02,4.795178293291e+02,6.383517221374e+02,8.198295608633e+02,1.023953252972e+03
0.064,4.039045723792e+00,2.532378073616e+01,7.092872009317e+01,1.390203645845e+02,2.298342789829e+02,3.433373757786e+02,4.795100502012e+02,6.383342345816e+02,8.198016185372e+02,1.023918133865e+03
0.066,4.039072068225e+00,2.532421331265e+01,7.093011840957e+01,1.390225897085e+02,2.298358819949e+02,3.433355428401e+02,4.795013262450e+02,6.383159928151e+02,8.197739359674e+02,1.023885456212e+03
0.068,4.039098332042e+00,2.532463974849e+01,7.093147063450e+01,1.390246478324e+02,2.298370881107e+02,3.433330252973e+02,4.794917603020e+02,6.382972154908e+02,8.197468866158e+02,1.023855725906e+03
0.070,4.039124515192e+00,2.532506004121e+01,7.093277687533e+01,1.390265407001e+02,2.298379079090e+02,3.433298623435e+02,4.794814570559e+02,6.382781193440e+02,8.197208264825e+02,1.023829393044e+03
0.072,4.039150617623e+00,2.532547418867e+01,7.093403725369e+01,1.390282701884e+02,2.298383525369e+02,3.433260945280e+02,4.794705225344e+02,6.382589177187e+02,8.196960909262e+02,1.023806847041e+03
0.074,4.039176639282e+00,2.532588218906e+01,7.093525190588e+01,1.390298383076e+02,2.298384336964e+02,3.433217636356e+02,4.794590635961e+02,6.382398191056e+02,8.196729916720e+02,1.023788412494e+03
0.076,4.039202580116e+00,2.532628404091e+01,7.093642098323e+01,1.390312472019e+02,2.298381636269e+02,3.433169125561e+02,4.794471874036e+02,6.382210257019e+02,8.196518140403e+02,1.023774345881e+03
0.078,4.039228440069e+00,2.532667974315e+01,7.093754465245e+01,1.390324991496e+02,2.298375550867e+02,3.433115851486e+02,4.794350008886e+02,6.382027320101e+02,8.196328144328e+02,1.023764833122e+03
0.080,4.039254219087e+00,2.532706929508e+01,7.093862309596e+01,1.390335965630e+02,2.298366213319e+02,3.433058260976e+02,4.794226102119e+02,6.381851234848e+02,8.196162181034e+02,1.023759988060e+03
0.082,4.039279917113e+00,2.532745269642e+01,7.093965651220e+01,1.390345419874e+02,2.298353760933e+02,3.432996807641e+02,4.794101202220e+02,6.381683752434e+02,8.196022172416e+02,1.023759851880e+03
0.084,4.039305534089e+00,2.532782994733e+01,7.094064511588e+01,1.390353381004e+02,2.298338335514e+02,3.432931950314e+02,4.793976339160e+02,6.381526508501e+02,8.195909693914e+02,1.023764393471e+03
0.086,4.039331069959e+00,2.532820104838e+01,7.094158913825e+01,1.390359877107e+02,2.298320083093e+02,3.432864151462e+02,4.793852519068e+02,6.381381011858e+02,8.195825962265e+02,1.023773510753e+03
