x,fdam_mode1,fdam_mode2,fdam_mode3,fdam_mode4,fdam_mode5,fdam_mode6,fdam_mode7,fdam_mode8,fdam_mode9,fdam_mode10
0.000,4.036279280469e+00,2.529493089356e+01,7.082653505353e+01,1.387917378056e+02,2.294327052944e+02,3.427327317403e+02,4.786928449811e+02,6.373129260041e+02,8.185931101232e+02,1.022533261844e+03
0.002,4.036318528253e+00,2.529578223754e+01,7.083043648428e+01,1.388024147474e+02,2.294553250260e+02,3.427738990039e+02,4.787605799515e+02,6.374166456302e+02,8.187436091202e+02,1.022742693600e+03
0.004,4.036357667838e+00,2.529662540184e+01,7.083427617996e+01,1.388128542100e+02,2.294772957480e+02,3.428136176930e+02,4.788254884396e+02,6.375153539100e+02,8.188858379430e+02,1.022939216882e+03
0.006,4.036396699218e+00,2.529746038549e+01,7.083805411946e+01,1.388230560397e+02,2.294986167908e+02,3.428518856530e+02,4.788875647875e+02,6.376090379869e+02,8.190197703909e+02,1.023122782640e+03
0.008,4.036435622387e+00,2.529828718685e+01,7.084177026924e+01,1.388330199979e+02,2.295192871364e+02,3.428886996909e+02,4.789468008324e+02,6.376976798519e+02,8.191453709239e+02,1.023293326648e+03
0.010,4.036474437335e+00,2.529910580376e+01,7.084542458471e+01,1.388427457748e+02,2.295393055007e+02,3.429240559016e+02,4.790031869425e+02,6.377812591104e+02,8.192626011854e+02,1.023450783448e+03
0.012,4.036513144049e+00,2.529991623348e+01,7.084901701159e+01,1.388522330038e+02,2.295586704122e+02,3.429579499832e+02,4.790567130024e+02,6.378597555941e+02,8.193714260948e+02,1.023595099219e+03
0.014,4.036551742516e+00,2.530071847279e+01,7.085254748724e+01,1.388614812751e+02,2.295773802891e+02,3.429903775383e+02,4.791073693496e+02,6.379331518118e+02,8.194718194953e+02,1.023726243550e+03
0.016,4.036590232718e+00,2.530151251800e+01,7.085601594196e+01,1.388704901486e+02,2.295954335130e+02,3.430213343619e+02,4.791551476581e+02,6.380014352346e+02,8.195637693402e+02,1.023844220067e+03
0.018,4.036628614635e+00,2.530229836500e+01,7.085942230031e+01,1.388792591673e+02,2.296128285004e+02,3.430508167165e+02,4.792000417698e+02,6.380646004089e+02,8.196472823969e+02,1.023949075843e+03
0.020,4.036666888244e+00,2.530307600929e+01,7.086276648235e+01,1.388877878698e+02,2.296295637712e+02,3.430788215923e+02,4.792420484705e+02,6.381226508920e+02,8.197223884513e+02,1.024040909566e+03
0.022,4.036705053521e+00,2.530384544601e+01,7.086604840489e+01,1.388960758022e+02,2.296456380147e+02,3.431053469542e+02,4.792811682099e+02,6.381756010024e+02,8.197891439950e+02,1.024119878404e+03
0.024,4.036743110439e+00,2.530460666999e+01,7.086926798271e+01,1.389041225306e+02,2.296610501524e+02,3.431303919728e+02,4.793174057623e+02,6.382234773815e+02,8.198476353788e+02,1.024186203543e+03
