x,DLC_mode1,DLC_mode2,DLC_mode3,DLC_mode4,DLC_mode5,DLC_mode6,DLC_mode7,DLC_mode8,DLC_mode9,DLC_mode10
0.1282,1.470449853577e+00,-5.765155508087e-01,-1.258602326649e+00,-9.337721677583e-01,-1.571019493877e-01,4.841547672122e-01,4.386895191388e-01,-1.841666041015e-01,-9.901154952518e-01,-1.399587192587e+00
0.9340,-9.956154098733e-01,-1.179145251274e+00,-1.195901766459e+00,-1.074782819014e+00,-8.263196743479e-01,-4.176369429055e-01,6.002977475381e-02,5.929916182084e-01,1.097407328140e+00,1.411692179655e+00
0.8290,-9.860434406511e-01,-9.241168486378e-01,7.428447450472e-03,1.245221015022e+00,1.564269534629e+00,6.257043087204e-01,-8.795017749687e-01,-1.399804969354e+00,-5.370683311012e-01,7.050171976226e-01
0.2796,9.658832347174e-01,-8.480669469483e-01,1.130714646220e+00,2.624430604915e-01,-1.318806558192e+00,5.984850819273e-01,1.583705875631e+00,-7.589051189716e-01,-9.893833505328e-01,1.278986796112e+00
0.2044,1.470449853577e+00,-1.174928130728e+00,-3.283246538391e-01,1.056722837682e+00,5.599461557643e-01,-9.721873271434e-01,-1.211673298178e+00,3.291073069945e-01,1.425660387383e+00,4.454865981071e-01
0.4915,-3.971429225619e-01,1.515275348430e+00,-1.257661276767e+00,1.545349116433e+00,-1.281377929227e+00,1.558191223759e+00,-1.311105057915e+00,1.405945402971e+00,-1.302383142030e+00,1.217719357675e+00
0.6689,-8.706110814368e-01,5.731097834038e-01,1.539433616897e+00,-1.046623723571e+00,-6.342590075074e-02,1.337318689415e+00,-1.141492270619e+00,-1.613294293801e-01,1.251986972658e+00,-1.135344695316e+00
0.3722,2.414543685722e-01,3.429352404017e-01,5.627559823227e-01,-1.202923950683e+00,1.475584994960e+00,-2.724397835211e-01,-6.199499041863e-01,1.540245299380e+00,-1.235311019124e+00,3.447242775255e-01
0.7725,-9.660039671515e-01,-5.309637243081e-01,1.100694411317e+00,1.584407441933e+00,-1.031737105695e-01,-1.356077412732e+00,-2.447897218631e-01,1.210448100134e+00,4.396160591262e-01,-1.220669276065e+00
0.5839,-6.899437756591e-01,1.499786315743e+00,-6.835720364429e-02,-2.446164141986e-01,1.196123166617e+00,-1.311350791205e+00,1.583705875631e+00,-9.493820314519e-01,4.083898973738e-01,4.471768116419e-01
0.4728,-2.918657385366e-01,1.515275348430e+00,-1.164385982774e+00,1.433130851507e+00,-9.005259008936e-01,1.105173466030e+00,-5.422643761261e-01,5.457792869549e-01,-9.950242120453e-02,-3.101174527917e-02
0.7331,-9.423385132309e-01,-1.811117695843e-01,1.539433616897e+00,6.842211743637e-01,-1.248982807942e+00,-3.033850087655e-01,1.258090446084e+00,-1.103381826738e-01,-1.442358177690e+00,1.369867567284e-01
0.8819,-9.935214931756e-01,-1.113963527427e+00,-8.203358668957e-01,-9.970040107324e-02,7.813974961660e-01,1.531955895726e+00,1.583705875631e+00,9.701284949608e-01,-5.503626746933e-02,-9.885026528173e-01
0.5564,-6.281577149990e-01,1.515275348430e+00,-6.837949638186e-01,5.548991609588e-01,1.172997829068e-01,-4.302884522887e-01,1.037876764218e+00,-1.254475413474e+00,1.439573516624e+00,-1.379878401235e+00
0.2841,9.007050440133e-01,-8.075417173129e-01,1.136952366080e+00,1.077084446280e-01,-1.292608737154e+00,7.973756663164e-01,1.401448574087e+00,-1.011844091844e+00,-7.066802683236e-01,1.411692179655e+00
0.1740,1.470449853577e+00,-1.031213829525e+00,-9.354680896773e-01,2.938355846776e-01,8.528067365710e-01,1.418774577338e-01,-1.092960358119e+00,-1.334557371415e+00,-3.166249592239e-01,8.245485944573e-01
0.7604,-9.570082102597e-01,-3.718605878322e-01,1.465104342432e+00,1.584407441933e+00,-5.080461500000e-01,-1.239173909481e+00,5.451934518538e-01,1.393047179308e+00,-3.382397158206e-01,-1.395827223141e+00
0.7385,-9.454932690592e-01,-2.189872594997e-01,1.539433616897e+00,8.707173228835e-01,-1.164488975991e+00,-5.299413099717e-01,1.236561480435e+00,2.491210435059e-01,-1.432193510477e+00,-2.518614681361e-01
0.1582,1.470449853577e+00,-9.027907022206e-01,-1.134482757388e+00,-1.692485821726e-01,6.604779264630e-01,5.543527730863e-01,-4.825022186121e-01,-1.341447980841e+00,-1.228640909976e+00,-2.190131247537e-01
0.0676,1.470449853577e+00,3.189060972846e-01,-5.018995990595e-01,-1.043164490469e+00,-1.305034453900e+00,-1.313438746050e+00,-1.133907696182e+00,-8.180562638180e-01,-4.759346761922e-01,-1.758851868061e-01
0.4855,-3.659646150499e-01,1.515275348430e+00,-1.241235936948e+00,1.530552446078e+00,-1.201787741261e+00,1.468996308630e+00,-1.144395158144e+00,1.220336045411e+00,-1.026803340235e+00,9.256333580545e-01
0.6374,-8.108522854854e-01,1.025160487287e+00,1.166693176233e+00,-1.286980796980e+00,1.182671015260e+00,2.037026320339e-01,-1.071730349990e+00,1.540245299380e+00,-6.933933679715e-01,-4.744299500233e-01
0.8965,-9.944572679015e-01,-1.141726996290e+00,-9.705203687372e-01,-4.529569049741e-01,2.887761746157e-01,1.116110479210e+00,1.571358849293e+00,1.540245299380e+00,1.002145131450e+00,1.030479677349e-01
0.2416,1.287112160858e+00,-1.130500092189e+00,5.384256905016e-01,1.147686227181e+00,-6.745867921819e-01,-1.153447854149e+00,8.293969915318e-01,1.540245299380e+00,-4.211966889426e-01,-1.356633852072e+00
0.4848,-3.621771154217e-01,1.515275348430e+00,-1.238499620739e+00,1.527511972035e+00,-1.189828958796e+00,1.454936215113e+00,-1.119598372957e+00,1.192299701650e+00,-9.864829619617e-01,8.828031137117e-01
0.0649,1.470449853577e+00,3.639128419067e-01,-4.403878695843e-01,-9.902439087520e-01,-1.283882872803e+00,-1.338528710334e+00,-1.208187749450e+00,-9.309426579854e-01,-6.075773885863e-01,-2.926392550556e-01
0.6061,-7.489304544543e-01,1.291938413559e+00,4.348500041578e-01,-8.669789145872e-01,1.535316872863e+00,-1.155651031050e+00,6.466848706611e-01,4.809881269895e-01,-1.178378208300e+00,1.411692179655e+00
0.5788,-6.824532695321e-01,1.478985920546e+00,-2.068949026603e-01,-1.063797497901e-01,9.947423508686e-01,-1.226343927637e+00,1.583705875631e+00,-1.184972576526e+00,7.498124557013e-01,-1.228014862367e-02
0.0914,1.470449853577e+00,-6.193974265314e-02,-9.490843058898e-01,-1.290372578461e+00,-1.163378633695e+00,-7.253599374538e-01,-2.331083067927e-01,1.394995307089e-01,2.439889369607e-01,3.521868755708e-02
0.5512,-6.149075880539e-01,1.515275348430e+00,-7.775066054037e-01,6.944283897074e-01,-9.592801435206e-02,-1.842423997158e-01,7.753489630962e-01,-1.054566694656e+00,1.318140287026e+00,-1.409709754391e+00
0.6665,-8.658460660601e-01,6.185883872355e-01,1.539433616897e+00,-1.085068729397e+00,4.450808536002e-02,1.311892873573e+00,-1.213588472660e+00,1.313410499953e-02,1.199547975855e+00,-1.239569498424e+00
0.2111,1.470449853577e+00,-1.185838603536e+00,-1.621361663576e-01,1.173294445453e+00,3.876602651921e-01,-1.159638104538e+00,-9.639045206115e-01,8.037976923859e-01,1.444800056958e+00,-5.740691851551e-02
0.9600,-9.957737128925e-01,-1.184697611377e+00,-1.232567311641e+00,-1.188563906288e+00,-1.063103181236e+00,-8.136232676177e-01,-4.556815026673e-01,5.778090389412e-02,7.108369157066e-01,1.411692179655e+00
0.2851,8.759888736149e-01,-8.005748770482e-01,1.123976061278e+00,6.606043808831e-02,-1.283980541572e+00,8.267522028881e-01,1.340302891849e+00,-1.062677033976e+00,-6.428067367460e-01,1.411692179655e+00
0.1160,1.470449853577e+00,-4.179297600902e-01,-1.211157794188e+00,-1.141388954795e+00,-5.450531690396e-01,1.527899578599e-01,4.417631542372e-01,2.165495642701e-01,-4.064389745196e-01,-1.051272908439e+00
0.9735,-9.958053660844e-01,-1.185847160990e+00,-1.240434494425e+00,-1.214013387342e+00,-1.118614850308e+00,-9.115297410792e-01,-5.910797164641e-01,-9.261197924730e-02,5.930820883196e-01,1.411692179655e+00
0.0672,1.470449853577e+00,3.255531912510e-01,-4.929167828839e-01,-1.035639300687e+00,-1.302410603030e+00,-1.317813173979e+00,-1.145531372498e+00,-8.351317351225e-01,-4.952852963491e-01,-1.923866172086e-01
0.2450,1.344625767513e+00,-1.111233942882e+00,6.775870273240e-01,1.188713372859e+00,-7.634251409975e-01,-1.043297645457e+00,1.110320475567e+00,1.540245299380e+00,-6.444019675382e-01,-1.238900102136e+00
0.0044,1.470449853577e+00,1.434393072018e+00,1.381214123940e+00,1.344523266811e+00,1.247237435997e+00,1.233199377674e+00,1.101934050050e+00,9.872188085484e-01,8.863795550273e-01,7.442411148933e-01
0.6913,-9.055339239720e-01,2.255499747372e-01,1.539433616897e+00,-5.747620761039e-01,-8.847166652314e-01,1.207506891241e+00,-1.383572553740e-01,-1.311679766273e+00,7.835996804026e-01,3.500140563672e-01
0.4995,-4.353892090109e-01,1.515275348430e+00,-1.260275914983e+00,1.533750188294e+00,-1.323271000500e+00,1.587063576835e+00,-1.399190597251e+00,1.487527349014e+00,-1.451152157423e+00,1.361137328787e+00
0.4066,7.634110071670e-02,8.922787434744e-01,-6.953269509635e-02,-4.543337612936e-01,1.564269534629e+00,-1.350300576123e+00,1.417261600991e+00,-3.317651878398e-01,-3.077302086294e-01,1.221455220603e+00
0.3347,5.891049311748e-01,-1.238603296775e-01,1.234997253824e+00,-1.133314469133e+00,3.263758908927e-01,1.640238833151e+00,-1.225097853025e+00,2.817258354072e-01,1.477387631654e+00,-1.267919262769e+00
0.3319,5.669406245828e-01,-1.925872334947e-01,1.192148034476e+00,-1.095017307076e+00,1.614302944829e-01,1.635906647093e+00,-1.139607729166e+00,3.023374995176e-02,1.514087518349e+00,-1.147411828691e+00
0.2924,7.997099256045e-01,-7.267609880934e-01,1.148701184760e+00,-1.598344232585e-01,-1.186903550479e+00,1.127840623221e+00,9.926330122621e-01,-1.325346896475e+00,-9.515047588582e-02,1.411692179655e+00
0.8913,-9.941883677108e-01,-1.133648045780e+00,-9.261447594685e-01,-3.463398677272e-01,4.419839149878e-01,1.252229174186e+00,1.583705875631e+00,1.355391603329e+00,6.244121944154e-01,-3.390192001842e-01
0.4574,-1.842220559017e-01,1.515275348430e+00,-9.913101619050e-01,1.199783111939e+00,-3.163687375443e-01,4.223099933645e-01,4.842816355242e-01,-4.969556154689e-01,1.190015426429e+00,-1.148877508639e+00
0.4077,7.864145267034e-02,9.242044306353e-01,-8.323838741158e-02,-4.141329824161e-01,1.564269534629e+00,-1.354405929281e+00,1.484007085243e+00,-4.001346071027e-01,-2.079506897038e-01,1.176380394413e+00
0.8639,-9.918381679429e-01,-1.067264332739e+00,-5.896101124896e-01,3.679841301729e-01,1.269246574396e+00,1.640238833151e+00,9.926791810087e-01,-1.898150092589e-01,-1.206060609228e+00,-1.377587077317e+00
0.5546,-6.236480259025e-01,1.515275348430e+00,-7.171211127317e-01,6.038912796181e-01,4.292141016191e-02,-3.465092919702e-01,9.508132087756e-01,-1.193199374439e+00,1.409257640076e+00,-1.405211506203e+00
0.6331,-8.045785642672e-01,1.047857409098e+00,1.053920607560e+00,-1.267430368410e+00,1.271330541180e+00,-3.189669928826e-02,-8.944984963934e-01,1.540245299380e+00,-9.746979738376e-01,-1.299792848657e-01
0.6658,-8.644104003532e-01,6.322137664847e-01,1.539433616897e+00,-1.095768104980e+00,7.661675168274e-02,1.303024103471e+00,-1.232674536019e+00,6.497378150222e-02,1.180446059777e+00,-1.265898046012e+00
0.0475,1.470449853577e+00,6.610376050324e-01,2.648973814619e-03,-5.329465765857e-01,-9.506406974166e-01,-1.225813705259e+00,-1.387289207792e+00,-1.404937043926e+00,-1.331949845396e+00,-1.129835470332e+00
0.7676,-9.627360378677e-01,-4.725332807601e-01,1.236793104002e+00,1.584407441933e+00,-2.708558338720e-01,-1.340306148627e+00,6.068972066950e-02,1.325643729721e+00,1.397022098198e-01,-1.369106637406e+00
0.0195,1.470449853577e+00,1.158980275366e+00,8.600727284993e-01,5.822771642463e-01,2.773113517283e-01,3.689518077727e-02,-2.549960196947e-01,-5.015279645736e-01,-7.240443317593e-01,-8.826265677866e-01
0.5431,-5.928460060217e-01,1.515275348430e+00,-9.076878022183e-01,8.976230506875e-01,-4.126831722388e-01,2.124279848985e-01,3.162377476558e-01,-6.244083337900e-01,9.416042279319e-01,-1.199276769684e+00
0.2556,1.241960713204e+00,-1.046267317190e+00,8.714372271698e-01,9.706451788831e-01,-1.064041019348e+00,-6.195090762248e-01,1.583705875631e+00,9.688862145444e-01,-1.265998805792e+00,-5.604972450584e-01
0.3261,5.388900344726e-01,-3.149370664564e-01,1.124011242180e+00,-1.005506134608e+00,-1.410201166839e-01,1.614142128159e+00,-9.220540960505e-01,-4.314407667941e-01,1.514087518349e+00,-8.145347914488e-01
0.7106,-9.258037619155e-01,8.491019429618e-03,1.539433616897e+00,-4.099817237136e-02,-1.265581510269e+00,6.375279831103e-01,7.729592329617e-01,-1.264247376249e+00,-4.812617118146e-01,1.047250299708e+00
0.8617,-9.915553193838e-01,-1.059631912811e+00,-5.532904034273e-01,4.372144512798e-01,1.332997915450e+00,1.640238833151e+00,9.004902549651e-01,-3.267959589624e-01,-1.288844191662e+00,-1.326676069336e+00
0.1900,1.470449853577e+00,-1.125172029180e+00,-6.490520621317e-01,7.331218032025e-01,8.074488074472e-01,-4.530076970678e-01,-1.396608486394e+00,-6.579417331989e-01,8.251468698114e-01,1.108257254908e+00
0.2596,1.121326295267e+00,-1.023659050000e+00,8.547721959101e-01,7.922479541466e-01,-1.157259944058e+00,-4.612028746647e-01,1.583705875631e+00,6.148391345773e-01,-1.394535669112e+00,-2.645317349950e-01
0.7730,-9.663127925013e-01,-5.365278753722e-01,1.087580356018e+00,1.584407441933e+00,-8.583132631945e-02,-1.355393578725e+00,-2.745994571722e-01,1.195769354928e+00,4.682335422971e-01,-1.200364113287e+00
0.6764,-8.840675474957e-01,4.423875734697e-01,1.539433616897e+00,-9.100192663797e-01,-3.777833300294e-01,1.366844188703e+00,-8.587176942955e-01,-6.594375896047e-01,1.282369006740e+00,-6.976030814421e-01
0.2754,9.433961940491e-01,-8.976226557978e-01,1.018219977775e+00,3.367923265718e-01,-1.322391810152e+00,3.251113677172e-01,1.583705875631e+00,-5.193787068616e-01,-1.214530487940e+00,9.662062649557e-01
0.2992,8.870741657379e-01,-6.064561323958e-01,1.373813629089e+00,-2.789377470733e-01,-1.023918713777e+00,1.594384556232e+00,7.862686638924e-01,-1.419573558460e+00,5.957557485375e-01,1.411692179655e+00
0.4088,8.148884951044e-02,9.575483035629e-01,-9.661024294949e-02,-3.724583047295e-01,1.564269534629e+00,-1.356246285065e+00,1.550567674157e+00,-4.676985938253e-01,-1.047103310488e-01,1.126996728022e+00
0.4808,-3.398984304607e-01,1.515275348430e+00,-1.219538048488e+00,1.504889745661e+00,-1.110918806128e+00,1.360544786961e+00,-9.577795959790e-01,1.009085215354e+00,-7.277157798419e-01,6.096551023928e-01
0.2263,1.399964634001e+00,-1.179682560379e+00,2.023652504163e-01,1.262457658912e+00,-1.297415922716e-01,-1.356326517035e+00,-1.258787133340e-01,1.540245299380e+00,7.704130661198e-01,-1.136920227590e+00
0.6976,-9.129383320950e-01,1.478697735874e-01,1.539433616897e+00,-4.114148591180e-01,-1.045764846503e+00,1.060535110643e+00,1.823358808604e-01,-1.412336817573e+00,4.054538503171e-01,7.123070108428e-01
0.5695,-6.587040987488e-01,1.515275348430e+00,-4.134440201997e-01,1.822805229590e-01,6.607830476887e-01,-9.649089527326e-01,1.508361946722e+00,-1.407644226687e+00,1.271957315200e+00,-7.586892555780e-01
0.9722,-9.958030775731e-01,-1.185763525354e+00,-1.239858900952e+00,-1.212141437337e+00,-1.114514508323e+00,-9.042873037722e-01,-5.811152889628e-01,-8.179878722716e-02,6.008863861081e-01,1.411692179655e+00
0.7078,-9.232754400496e-01,3.637272618505e-02,1.539433616897e+00,-1.242340222758e-01,-1.231653309029e+00,7.401525400364e-01,6.589314203839e-01,-1.335367665650e+00,-2.914820780670e-01,1.030647924338e+00
0.4144,3.669532961398e-03,9.366211728806e-01,-2.612011421888e-01,-2.412929426991e-01,1.298817903495e+00,-1.330681597329e+00,1.583705875631e+00,-8.518374429695e-01,2.940392906404e-01,6.085152774903e-01
0.5669,-6.529437377128e-01,1.515275348430e+00,-4.709442382683e-01,2.578888161681e-01,5.541248799161e-01,-8.720809842902e-01,1.441198384745e+00,-1.420705781380e+00,1.358532509652e+00,-9.357842457836e-01
0.3012,8.583333648984e-01,-5.851072668188e-01,1.362548167486e+00,-3.455850890061e-01,-9.723460590427e-01,1.640238833151e+00,6.460361408587e-01,-1.418338687428e+00,7.451332086738e-01,1.284672425889e+00
0.1058,1.470449853577e+00,-2.757223613727e-01,-1.128831208712e+00,-1.250285195575e+00,-8.415717613692e-01,-2.015496041448e-01,2.532515486414e-01,3.415765060147e-01,1.613568062126e-02,-5.570943506529e-01
0.1934,1.470449853577e+00,-1.140030873587e+00,-5.782713499796e-01,8.172324805546e-01,7.657864386961e-01,-5.837339221015e-01,-1.395923718369e+00,-4.443298844550e-01,1.024021567157e+00,1.023992847670e+00
0.3336,5.803292541579e-01,-1.512831676956e-01,1.218340998575e+00,-1.118585200894e+00,2.606017345019e-01,1.640238833151e+00,-1.193098740039e+00,1.813801167353e-01,1.495882850144e+00,-1.224140572993e+00
0.4240,-7.872254299841e-02,9.833618020129e-01,-4.775692914352e-01,2.290034459548e-02,9.207023812266e-01,-1.162385201120e+00,1.583705875631e+00,-1.279843948580e+00,9.342014739301e-01,-2.481421438260e-01
0.5436,-5.942607935201e-01,1.515275348430e+00,-9.002156457115e-01,8.856526827310e-01,-3.938801227935e-01,1.879050528420e-01,3.456556535100e-01,-6.542477520258e-01,9.705120159990e-01,-1.220693605599e+00
0.7092,-9.245548862645e-01,2.229560350782e-02,1.539433616897e+00,-8.283780124168e-02,-1.249565596350e+00,6.895166489149e-01,7.170757819948e-01,-1.302363133364e+00,-3.871111216051e-01,1.042973372178e+00
0.3884,1.142684112042e-01,5.275741756602e-01,2.180169072168e-01,-9.510563029295e-01,1.564269534629e+00,-9.898240871289e-01,3.102483948723e-01,8.154317865649e-01,-1.375448311884e+00,1.295460681412e+00
0.2130,1.470449853577e+00,-1.187445102048e+00,-1.133273642671e-01,1.201751015966e+00,3.333886443455e-01,-1.203195646747e+00,-8.762570566458e-01,9.310414285338e-01,1.416552834154e+00,-2.072747226676e-01
0.5577,-6.313654450309e-01,1.515275348430e+00,-6.591452722390e-01,5.191022170087e-01,1.712759560768e-01,-4.896487164205e-01,1.097913561183e+00,-1.293148391379e+00,1.453508352388e+00,-1.351803583092e+00
0.3876,1.192677437837e-01,5.172824345214e-01,2.339317352270e-01,-9.670254331561e-01,1.564269534629e+00,-9.622251187944e-01,2.626345042065e-01,8.627626008396e-01,-1.394143262133e+00,1.269801672173e+00
0.0111,1.470449853577e+00,1.311739851081e+00,1.145616864669e+00,9.941699665577e-01,7.933914898626e-01,6.624962283087e-01,4.408900540322e-01,2.452707205457e-01,6.371451538233e-02,-1.094416174776e-01
0.5897,-6.989924229645e-01,1.515275348430e+00,9.592534281761e-02,-4.037057030576e-01,1.401142205325e+00,-1.354912722473e+00,1.499129217584e+00,-5.988290368635e-01,-2.928589908629e-02,9.361210286627e-01
0.5929,-7.047192342810e-01,1.515275348430e+00,1.865153403362e-01,-4.923220153283e-01,1.495932193499e+00,-1.352756887492e+00,1.410090651330e+00,-3.773198595432e-01,-2.794648517282e-01,1.165045353633e+00
0.6659,-8.646167972713e-01,6.302570749123e-01,1.539433616897e+00,-1.094254099691e+00,7.201277573655e-02,1.304331112048e+00,-1.230003632453e+00,5.754520446846e-02,1.183278752014e+00,-1.262254987258e+00
0.7993,-9.779496327055e-01,-7.531282105153e-01,5.507957306245e-01,1.584407441933e+00,8.621013877418e-01,-7.862296028337e-01,-1.333366127127e+00,-9.972775229969e-02,1.088556318784e+00,5.073314544079e-01
0.0445,1.470449853577e+00,7.133603572353e-01,8.661244124836e-02,-4.346314068608e-01,-8.587072149815e-01,-1.154859576986e+00,-1.355071817591e+00,-1.420542519090e+00,-1.399183269727e+00,-1.241054487192e+00
0.0519,1.470449853577e+00,5.848378712748e-01,-1.166405763037e-01,-6.670750571809e-01,-1.067253035244e+00,-1.301735446329e+00,-1.398327092695e+00,-1.341065410297e+00,-1.192464276990e+00,-9.345549746565e-01
0.1855,1.470449853577e+00,-1.102676673751e+00,-7.376096223549e-01,6.158965838570e-01,8.455541202968e-01,-2.786166071373e-01,-1.359151800528e+00,-9.087534652543e-01,5.253424495727e-01,1.140287393426e+00
