x,deltaf_mode1,deltaf_mode2,deltaf_mode3,deltaf_mode4,deltaf_mode5,deltaf_mode6,deltaf_mode7,deltaf_mode8,deltaf_mode9,deltaf_mode10
0.000,5.256883173652e-03,3.294432504620e-02,9.224505900089e-02,1.807634953911e-01,2.988150333857e-01,4.463779152407e-01,6.234534796206e-01,8.300415715219e-01,1.066142367179e+00,1.331755690122e+00
0.002,5.227978502995e-03,3.231733889446e-02,8.937178672684e-02,1.729002875509e-01,2.821563633736e-01,4.160596129057e-01,5.735689566224e-01,7.536555621705e-01,9.553049276841e-01,1.177516259679e+00
0.004,5.199153518101e-03,3.169637679599e-02,8.654398025444e-02,1.652119751980e-01,2.659756669677e-01,3.868081369003e-01,5.257660424855e-01,6.809602405659e-01,8.505581926780e-01,1.032783484889e+00
0.006,5.170408222048e-03,3.108143948207e-02,8.376165512777e-02,1.576986713996e-01,2.502734374680e-01,3.586250739088e-01,4.800489042470e-01,6.119650750275e-01,7.519214583131e-01,8.975934908631e-01
0.008,5.141742619922e-03,3.047252813769e-02,8.102483604672e-02,1.503605519939e-01,2.350504245076e-01,3.315127756708e-01,4.364235533834e-01,5.466833286575e-01,6.594208984234e-01,7.719935756911e-01
0.010,5.113156718789e-03,2.986964437290e-02,7.833355585023e-02,1.431978450493e-01,2.203075738620e-01,3.054741179786e-01,3.948970835055e-01,4.851300213370e-01,5.730847614168e-01,6.560319486367e-01
0.012,5.084650527655e-03,2.927279019444e-02,7.568785451641e-02,1.362108205713e-01,2.060459691287e-01,2.805122690644e-01,3.554769441491e-01,4.273200063983e-01,4.929388830550e-01,5.497482471922e-01
0.014,5.056224057438e-03,2.868196797763e-02,7.308777817936e-02,1.293997804601e-01,1.922667752996e-01,2.566304675534e-01,3.181702515530e-01,3.732661654990e-01,4.190025267751e-01,4.531648664373e-01
0.016,5.027877320929e-03,2.809718043854e-02,7.053337816289e-02,1.227650487219e-01,1.789711842582e-01,2.338318101947e-01,2.829831374630e-01,3.229777257479e-01,3.512845646531e-01,3.662791374146e-01
0.018,4.999610332762e-03,2.751843060651e-02,6.802471003127e-02,1.163069619353e-01,1.661603622352e-01,2.121190496050e-01,2.499201371137e-01,2.764587034458e-01,2.897800127764e-01,2.890563919936e-01
0.020,4.971423109378e-03,2.694572179683e-02,6.556183265714e-02,1.100258599784e-01,1.538353992615e-01,1.914944022814e-01,2.189836176029e-01,2.337064789395e-01,2.344669347564e-01,2.214239501738e-01
0.022,4.943315668991e-03,2.637905758382e-02,6.314480730666e-02,1.039220770190e-01,1.419972606591e-01,1.719593671543e-01,1.901732479018e-01,1.947105070352e-01,1.853037264160e-01,1.632660621948e-01
0.024,4.915288031560e-03,2.581844177417e-02,6.077369674210e-02,9.799593277167e-02,1.306467406139e-01,1.535145549550e-01,1.634855117368e-01,1.594511672105e-01,1.422267934086e-01,1.144198324360e-01
0.026,4.887340218747e-03,2.526387838048e-02,5.844856434211e-02,9.224772402732e-02,1.197844178744e-01,1.361595286751e-01,1.389132645332e-01,1.278987575055e-01,1.051486317167e-01,7.467214512943e-02
0.028,4.859472253890e-03,2.471537159523e-02,5.616947323970e-02,8.667771645834e-02,1.094106136230e-01,1.198926553917e-01,1.164453355402e-01,1.000126354793e-01,7.395631871285e-02,4.375760363837e-02
0.030,4.831684161968e-03,2.417292576493e-02,5.393648547824e-02,8.128613670468e-02,9.952535156392e-02,1.047109697185e-01,9.606617614850e-02,7.574050900658e-02,4.851041979999e-02,2.135748571004e-02
0.032,4.803975969569e-03,2.363654536460e-02,5.174966118569e-02,7.607316474539e-02,9.012832027417e-02,9.061004913185e-02,7.775555528691e-02,5.501787896987e-02,2.864431265739e-02,7.099706950089e-03
0.034,4.776347704854e-03,2.310623497256e-02,4.960905776716e-02,7.103892656026e-02,8.121883786136e-02,7.758390139932e-02,6.148830262542e-02,3.776763509195e-02,1.416392786080e-02,5.597740364659e-04
0.036,4.748799397528e-03,2.258199924548e-02,4.751472911612e-02,6.618348708643e-02,7.279581897024e-02,6.562486431425e-02,4.723410014114e-02,2.389980526841e-02,4.847901189954e-03,1.262698132547e-03
0.038,4.721331078805e-03,2.206384289372e-02,4.546672484444e-02,6.150684347472e-02,6.485774417859e-02,5.472351791356e-02,3.495732240671e-02,1.331145781109e-02,4.481293483288e-04,8.685827815020e-03
0.040,4.693942781374e-03,2.155177065704e-02,4.346508953146e-02,5.700891865031e-02,5.740263181989e-02,4.486860932355e-02,2.461692575239e-02,5.886755018417e-03,6.907171615109e-04,2.226254982901e-02
0.042,4.666634539370e-03,2.104578728050e-02,4.150986199240e-02,5.268955518227e-02,5.042801226710e-02,3.604699034473e-02,1.616638622915e-02,1.497155460806e-03,5.277300654786e-03,4.138679534128e-02
0.044,4.639406388339e-03,2.054589749077e-02,3.960107456624e-02,4.854850946660e-02,4.393090470832e-02,2.824356784897e-02,9.553686066016e-03,1.761323034161e-06,1.388672679690e-02,6.541827928839e-02
0.046,4.612258365206e-03,2.005210597266e-02,3.773875242334e-02,4.458544622684e-02,3.790779644112e-02,2.144126702302e-02,4.721348072752e-03,1.247806094399e-03,2.617706719332e-02,9.368839110158e-02
0.048,4.585190508243e-03,1.956441734598e-02,3.592291289307e-02,4.079993333645e-02,3.235462470797e-02,1.562100744997e-02,1.606517191093e-03,5.071276855583e-03,4.178793967298e-02,1.255066467097e-01
0.050,4.558202857037e-03,1.908283614274e-02,3.415356481163e-02,3.719143696670e-02,2.726676109048e-02,1.076169197715e-02,1.410881468050e-04,1.129766439093e-02,6.034310858785e-02,1.601676044301e-01
0.052,4.531295452458e-03,1.860736678460e-02,3.243070789030e-02,3.375931706381e-02,2.263899847508e-02,6.840208273342e-03,2.518779034015e-04,1.974283336906e-02,8.145333178311e-02,1.969581412942e-01
0.054,4.504468336625e-03,1.813801356071e-02,3.075433210437e-02,3.050282315846e-02,1.846554059771e-02,3.831442932402e-03,1.860841368731e-03,3.021400389516e-02,1.047194196378e-01,2.351649816262e-01
0.056,4.477721552877e-03,1.767478060573e-02,2.912441710295e-02,2.742109051077e-02,1.473999416911e-02,1.708307933256e-03,4.885328560230e-03,4.251083485581e-02,1.297354693621e-01,2.740823664059e-01
0.058,4.451055145741e-03,1.721767187836e-02,2.754093163986e-02,2.451313659336e-02,1.145536357716e-02,4.417792190436e-04,9.238381195655e-03,5.642659866263e-02,1.560922358988e-01,3.130197501452e-01
0.060,4.424469160897e-03,1.676669113999e-02,2.600383302585e-02,2.177785791478e-02,8.604048156150e-03,9.471107827647e-07,1.482906644577e-02,7.174943626318e-02,1.833805993430e-01,3.513094117627e-01
0.062,4.397963645148e-03,1.632184193378e-02,2.451306660236e-02,1.921402718521e-02,6.177842007229e-03,3.530782238613e-04,2.156284536575e-02,8.826368063526e-02,2.111950877853e-01,3.883138672457e-01
0.064,4.371538646394e-03,1.588312756405e-02,2.306856523696e-02,1.682029082593e-02,4.167936347953e-03,1.463688509144e-03,2.934197331509e-02,1.057512364223e-01,2.391374139204e-01,4.234329747556e-01
0.066,4.345194213589e-03,1.545055107599e-02,2.167024884073e-02,1.459516682362e-02,2.564924362443e-03,3.296626994877e-03,3.806592948297e-02,1.239930029079e-01,2.668199836523e-01,4.561106272236e-01
0.068,4.318930396722e-03,1.502411523565e-02,2.031802390775e-02,1.253704293027e-02,1.358808517494e-03,5.814169761157e-03,4.763187245974e-02,1.427703271733e-01,2.938693352758e-01,4.858409333454e-01
0.070,4.292747246777e-03,1.460382251033e-02,1.901178307678e-02,1.064417520864e-02,5.390103034912e-04,8.977123635758e-03,5.793511863615e-02,1.618664740389e-01,3.199294686256e-01,5.121737951448e-01
