x,deltaf_mode1,deltaf_mode2,deltaf_mode3,deltaf_mode4,deltaf_mode5,deltaf_mode6,deltaf_mode7,deltaf_mode8,deltaf_mode9,deltaf_mode10
0.000,1.181744089764e-02,7.405863917568e-02,2.073663227492e-01,4.063552208925e-01,6.717343489888e-01,1.003454795764e+00,1.401519570527e+00,1.865928324831e+00,2.396681454851e+00,2.993778563883e+00
0.002,1.175246337658e-02,7.264917818005e-02,2.009072244281e-01,3.886787782461e-01,6.342857617177e-01,9.352994394191e-01,1.289379471011e+00,1.694213047718e+00,2.147519575614e+00,2.647049277130e+00
0.004,1.168766498862e-02,7.125325921897e-02,1.945503329481e-01,3.713954995748e-01,5.979116561606e-01,8.695423020730e-01,1.181918815354e+00,1.530794413858e+00,1.912049562440e+00,2.321690893553e+00
0.006,1.162304574067e-02,6.987088393632e-02,1.882956832525e-01,3.545056390527e-01,5.626131412530e-01,8.061869505814e-01,1.079146971032e+00,1.375693707976e+00,1.690314792960e+00,2.017784622178e+00
0.008,1.155860564419e-02,6.850205499598e-02,1.821433308662e-01,3.380095919632e-01,5.283919021648e-01,7.452386716407e-01,9.810774518059e-01,1.228940745443e+00,1.482374105791e+00,1.735436788821e+00
0.010,1.149434471504e-02,6.714677601731e-02,1.760933496110e-01,3.219078710026e-01,4.952500649941e-01,6.867039300141e-01,8.877262040684e-01,1.090569290860e+00,1.288291003180e+00,1.474755767607e+00
0.012,1.143026297349e-02,6.580505151146e-02,1.701458293576e-01,3.062010831414e-01,4.631900656610e-01,6.305898478678e-01,7.991099743308e-01,9.606127344244e-01,1.108123563759e+00,1.235830663374e+00
0.014,1.136636044405e-02,6.447688681813e-02,1.643008738150e-01,2.908899070499e-01,4.322145230603e-01,5.769037056114e-01,7.152447598533e-01,8.391000340245e-01,9.419150916164e-01,1.018711820124e+00
0.016,1.130263715551e-02,6.316228804305e-02,1.585585983589e-01,2.759750710913e-01,4.023261165386e-01,5.256524647180e-01,6.361443447629e-01,7.260519321431e-01,7.896855311239e-01,8.233932380561e-01
0.018,1.123909314074e-02,6.186126199612e-02,1.529191278975e-01,2.614573318927e-01,3.735274677755e-01,4.768423130524e-01,5.618189242391e-01,6.214774573999e-01,6.514236784767e-01,6.497969834275e-01
0.020,1.117572843671e-02,6.057381613012e-02,1.473825947760e-01,2.473374534979e-01,3.458210271535e-01,4.304782332869e-01,4.922738195028e-01,5.253707208306e-01,5.270802208089e-01,4.977596720459e-01
0.022,1.111254308437e-02,5.929995848011e-02,1.419491367203e-01,2.336161871140e-01,3.192089647107e-01,3.865635950076e-01,4.275082864037e-01,4.377080169045e-01,4.165616321873e-01,3.670210991654e-01
0.024,1.104953712857e-02,5.803969760345e-02,1.366188948198e-01,2.202942514574e-01,2.936930657718e-01,3.450997711345e-01,3.675144203800e-01,3.584452388089e-01,3.197249529134e-01,2.572150764369e-01
0.026,1.098671061803e-02,5.679304252050e-02,1.313920115491e-01,2.073723137122e-01,2.692746313603e-01,3.060857792758e-01,3.122761604723e-01,2.875156167211e-01,2.363734744968e-01,1.678625209307e-01
0.028,1.092406360520e-02,5.556000265590e-02,1.262686288310e-01,1.948509711083e-01,2.459543834920e-01,2.695179486305e-01,2.617683949016e-01,2.248277866850e-01,1.662533475685e-01,9.836682264705e-02
0.030,1.086159614623e-02,5.434058778059e-02,1.212488861385e-01,1.827307331310e-01,2.237323754537e-01,2.353896130287e-01,2.159561704904e-01,1.702641963262e-01,1.090511240157e-01,4.801149593082e-02
0.032,1.079930830090e-02,5.313480795438e-02,1.163329186390e-01,1.710120043719e-01,2.026079071687e-01,2.036908306646e-01,1.747940079155e-01,1.236798520269e-01,6.439223789086e-02,1.596009736221e-02
0.034,1.073720013251e-02,5.194267346931e-02,1.115208553786e-01,1.596950680330e-01,1.825794457469e-01,1.744081310367e-01,1.382253244307e-01,8.490141036039e-02,3.184042232712e-02,1.258368575723e-03
0.036,1.067527170783e-02,5.076419479352e-02,1.068128175097e-01,1.487800700924e-01,1.636445513166e-01,1.475242895517e-01,1.061819653077e-01,5.372661459174e-02,1.089805192496e-02,2.838537601087e-03
0.038,1.061352309704e-02,4.959938251591e-02,1.022089165594e-01,1.382670041454e-01,1.457998082260e-01,1.230181301909e-01,7.858384480591e-02,2.992407492190e-02,1.007392006525e-03,1.952568726761e-02
0.040,1.055195437361e-02,4.844824729140e-02,9.770925274185e-02,1.281556969280e-01,1.290407617009e-01,1.008643565636e-01,5.533869700939e-02,1.323338891336e-02,1.552727911865e-03,5.004607447883e-02
0.042,1.049056561430e-02,4.731079978688e-02,9.331391331334e-02,1.184457945366e-01,1.133618600350e-01,8.103341159868e-02,3.634193636811e-02,3.365596226550e-03,1.186333926909e-02,9.303726024192e-02
0.044,1.042935689899e-02,4.618705062786e-02,8.902297097171e-02,1.091367493510e-01,9.875640238165e-02,6.349136603732e-02,2.147662725427e-02,3.959443299440e-06,3.121727604801e-02,1.470598876899e-01
0.046,1.036832831071e-02,4.507701034576e-02,8.483648229980e-02,1.002278076716e-01,8.521649220741e-02,4.819983580481e-02,1.061356129932e-02,2.805060391334e-03,5.884588533015e-02,2.106109243948e-01
0.048,1.030747993548e-02,4.398068932590e-02,8.075448625390e-02,9.171799808064e-02,7.273299645848e-02,3.511592824183e-02,3.611440720604e-03,1.140019904129e-02,9.393903022132e-02,2.821381664304e-01
0.050,1.024681186230e-02,4.289809775619e-02,7.677700269774e-02,8.360612053454e-02,6.129551047889e-02,2.419221707951e-02,3.171652823831e-04,2.539707975448e-02,1.356509353092e-01,3.600557852525e-01
0.052,1.018632418304e-02,4.182924557653e-02,7.290403098230e-02,7.589073619629e-02,5.089232870954e-02,1.537674594005e-02,5.662199707591e-04,4.438176744355e-02,1.831065866343e-01,4.427606848330e-01
0.054,1.012601699238e-02,4.077414242884e-02,6.913554857209e-02,6.857015801550e-02,4.151042118458e-02,8.613060041602e-03,4.183159900734e-03,6.792089409591e-02,2.354086083951e-01,5.286494258598e-01
0.056,1.006589038776e-02,3.973279760789e-02,6.547150971842e-02,6.164244206226e-02,3.313541582931e-02,3.840265680130e-03,1.098218842211e-02,9.556409412631e-02,2.916445336275e-01,6.161354664151e-01
0.058,1.000594446926e-02,3.870522001276e-02,6.191184418007e-02,5.510537962110e-02,2.575158655087e-02,9.931169551229e-04,2.076782385364e-02,1.268466451933e-01,3.508943819714e-01,7.036664645080e-01
0.060,9.946179339575e-03,3.769141809902e-02,5.845645599189e-02,4.895649005005e-02,1.934184709970e-02,2.129099188458e-06,3.333564975695e-02,1.612922894557e-01,4.122384544080e-01,7.897413872728e-01
0.062,9.886595103923e-03,3.669139983171e-02,5.510522228176e-02,4.319301440918e-02,1.388775066589e-02,7.937176659429e-04,4.847314316817e-02,1.984162087800e-01,4.747652525900e-01,8.729271745871e-01
0.064,9.827191869974e-03,3.570517263892e-02,5.185799213639e-02,3.781190986187e-02,9.369495160923e-03,3.290362725970e-03,6.596057473928e-02,2.377281261522e-01,5.375794291157e-01,9.518747113056e-01
0.066,9.767969747784e-03,3.473274336619e-02,4.871458551640e-02,3.280984485139e-02,5.765934120815e-03,7.410797118108e-03,8.557197430855e-02,2.787355045152e-01,5.998096748515e-01,1.025333872173e+00
0.068,9.708928849723e-03,3.377411823161e-02,4.567479222101e-02,2.818319505411e-02,3.054593152684e-03,1.307021770347e-02,1.070761550225e-01,3.209468134586e-01,6.606164501918e-01,1.092167416662e+00
0.070,9.650069290405e-03,3.282930278163e-02,4.273837090287e-02,2.392804010990e-02,1.211691832273e-03,2.018051847302e-02,1.302377887742e-01,3.638748336375e-01,7.191994689642e-01,1.151363527305e+00
0.072,9.591391186618e-03,3.189830184769e-02,3.990504813324e-02,2.004016112903e-02,2.121709457536e-04,2.865054426703e-02,1.548185254091e-01,4.070399685014e-01,7.748048465230e-01,1.202046804311e+00
0.074,9.532894657255e-03,3.098111950350e-02,3.717451751797e-02,1.651503897391e-02,2.972495481613e-05,3.838636377643e-02,1.805781478803e-01,4.499735328784e-01,8.267318274015e-01,1.243487551197e+00
0.076,9.474579823241e-03,3.007775902314e-02,3.454643886465e-02,1.334785331299e-02,6.368395500045e-04,4.929156041335e-02,2.072757553128e-01,4.922209881855e-01,8.743390126743e-01,1.275109210373e+00
0.078,9.416446807472e-03,2.918822283990e-02,3.202043740106e-02,1.053348244278e-02,2.004834143317e-03,6.126753956045e-02,2.346709657697e-01,5.333450945193e-01,9.170500128634e-01,1.296493833929e+00
0.080,9.358495734735e-03,2.831251250588e-02,2.959610304529e-02,8.066503873116e-03,4.103909137467e-03,7.421385063739e-02,2.625251303872e-01,5.729289506279e-01,9.543584587476e-01,1.307385502781e+00
0.082,9.300726731650e-03,2.745062865234e-02,2.727298972783e-02,5.941195669469e-03,6.903197795883e-03,8.802852235802e-02,2.906025504853e-01,6.105788937575e-01,9.858323097261e-01,1.307691636524e+00
0.084,9.243139926593e-03,2.660257095084e-02,2.505061476567e-02,4.151538544974e-03,1.037082252456e-02,1.026084094938e-01,3.186716892436e-01,6.459272326130e-01,1.011117407374e+00,1.297482166356e+00
0.086,9.185735449633e-03,2.576833807520e-02,2.292845828879e-02,2.691218693737e-03,1.447395536440e-02,1.178495494084e-01,3.465063695752e-01,6.786347881466e-01,1.029940230410e+00,1.276986573883e+00
0.088,9.128513432461e-03,2.494792766412e-02,2.090596271895e-02,1.553631355781e-03,1.917888248062e-02,1.336475265856e-01,3.738869499267e-01,7.083932185862e-01,1.042109816375e+00,1.246588829055e+00
0.090,9.071474008324e-03,2.414133628471e-02,1.898253230119e-02,7.318851028556e-04,2.445107242436e-02,1.498978433370e-01,4.006014698795e-01,7.349271070290e-01,1.047518824830e+00,1.206820290451e+00
0.092,9.014617311957e-03,2.334855939676e-02,1.715753268778e-02,2.188068331546e-04,3.025524793066e-02,1.664962948494e-01,4.264467576341e-01,7.579957920190e-01,1.046143726634e+00,1.158350660252e+00
0.094,8.957943479515e-03,2.256959131779e-02,1.543029057495e-02,6.947461855605e-06,3.655546100677e-02,1.833393467136e-01,4.512294917087e-01,7.773949238082e-01,1.038044113855e+00,1.101977114053e+00
0.096,8.901452648507e-03,2.180442518895e-02,1.380009339227e-02,8.858829324416e-05,4.331517105515e-02,2.003245130641e-01,4.747672094908e-01,7.929577314258e-01,1.023361134885e+00,1.038611751812e+00
0.098,8.845144957726e-03,2.105305294163e-02,1.226618904467e-02,4.557480590627e-04,5.049732576648e-02,2.173507334607e-01,4.968892556338e-01,8.045559882432e-01,1.002315069326e+00,9.692675402763e-01
0.100,8.789020547189e-03,2.031546526502e-02,1.082778570699e-02,1.100190606612e-03,5.806444451023e-02,2.343187466472e-01,5.174376636886e-01,8.121006663946e-01,9.752020670472e-01,8.950429389477e-01
0.102,8.733079558064e-03,1.959165157434e-02,9.484051671136e-03,2.013433219043e-03,6.597870394248e-02,2.511314593382e-01,5.362679648059e-01,8.155422731748e-01,9.423900853760e-01,8.171054205393e-01
0.104,8.677322132606e-03,1.888159997996e-02,8.234115245450e-03,3.186755549203e-03,7.420202554462e-02,2.676943082126e-01,5.532499178273e-01,8.148708653546e-01,9.043140675597e-01,7.366741128989e-01
0.106,8.621748414094e-03,1.818529725736e-02,7.077064706311e-03,4.611209147356e-03,8.269616480056e-02,2.839156133195e-01,5.682681556081e-01,8.101157402176e-01,8.614704143443e-01,6.550018020912e-01
0.108,8.566358546760e-03,1.750272881785e-02,6.011948301655e-03,6.277627562089e-03,9.142280171539e-02,2.997069211489e-01,5.812227429698e-01,8.013448049946e-01,8.144108086187e-01,5.733565456978e-01
0.110,8.511152675729e-03,1.683387868019e-02,5.037774306190e-03,8.176636992709e-03,1.003436323745e-01,3.149833356643e-01,5.920296422685e-01,7.886636292315e-01,7.637354605165e-01,4.930031512067e-01
0.112,8.456130946950e-03,1.617872944295e-02,4.153511127998e-03,1.029866747049e-02,1.094204612388e-01,3.296638356553e-01,6.006210831824e-01,7.722141874474e-01,7.100858470363e-01,4.151847765600e-01
0.114,8.401293507135e-03,1.553726225781e-02,3.358087466191e-03,1.263396454520e-02,1.186152938708e-01,3.436715768312e-01,6.069458339550e-01,7.521733022000e-01,6.541370260786e-01,3.411049084751e-01
0.116,8.346640503688e-03,1.490945680364e-02,2.650392519246e-03,1.517260145253e-02,1.278904297829e-01,3.569341771501e-01,6.109693719924e-01,7.287508003451e-01,5.965896097246e-01,2.719099690621e-01
0.118,8.292172084648e-03,1.429529126141e-02,2.029276243592e-03,1.790449173698e-02,1.372085551011e-01,3.693839839571e-01,6.126739523796e-01,7.021873978337e-01,5.381614855492e-01,2.086727926093e-01
0.120,8.237888398621e-03,1.369474228998e-02,1.493549662017e-03,2.081940230430e-02,1.465328347378e-01,3.809583215926e-01,6.120585735641e-01,6.727523308191e-01,4.795793777164e-01,1.523772023127e-01
0.122,8.183789594716e-03,1.310778500272e-02,1.041985221363e-03,2.390696687649e-02,1.558270037677e-01,3.915997182246e-01,6.091388401409e-01,6.407407531095e-01,4.215703415218e-01,1.039039013594e-01
