x,deltaf_mode1,deltaf_mode2,deltaf_mode3,deltaf_mode4,deltaf_mode5,deltaf_mode6,deltaf_mode7,deltaf_mode8,deltaf_mode9,deltaf_mode10
0.000,5.285797650495e-02,3.312552898249e-01,9.275243524159e-01,1.817577503001e+00,3.004586081197e+00,4.488331312818e+00,6.268826658140e+00,8.346070558604e+00,1.072006478625e+01,1.339080756667e+01
0.002,5.256733995246e-02,3.249509421377e-01,8.986335908491e-01,1.738512923945e+00,2.837083102907e+00,4.183480689443e+00,5.767237625724e+00,7.578008999268e+00,9.605593990691e+00,1.183992961843e+01
0.004,5.227750464056e-02,3.187071663248e-01,8.701999880580e-01,1.661206919553e+00,2.674386150701e+00,3.889357008099e+00,5.286579176819e+00,6.847057316596e+00,8.552365247531e+00,1.038464112206e+01
0.006,5.198847060019e-02,3.125239697390e-01,8.422237003385e-01,1.585660626715e+00,2.516500184711e+00,3.605976222901e+00,4.826893211000e+00,6.153310714567e+00,7.560572579641e+00,9.025305315675e+00
0.008,5.170023788251e-02,3.064013642955e-01,8.147049760476e-01,1.511875813486e+00,2.363432742499e+00,3.333361980598e+00,4.388240173678e+00,5.496902553715e+00,6.630479165001e+00,7.762397781708e+00
0.010,5.141280655856e-02,3.003393661833e-01,7.876441453814e-01,1.439854773093e+00,2.215193333842e+00,3.071543197292e+00,3.970691391132e+00,4.877983858992e+00,5.762369041440e+00,6.596403264456e+00
0.012,5.112617671890e-02,2.943379955803e-01,7.610416103198e-01,1.369600220443e+00,2.071792854316e+00,2.820551729563e+00,3.574321768470e+00,4.296703980698e+00,4.956501987621e+00,5.527720319023e+00
0.014,5.084034847329e-02,2.883972763702e-01,7.348978347412e-01,1.301115191144e+00,1.933243017918e+00,2.580420141802e+00,3.199202859493e+00,3.753192443943e+00,4.213071697465e+00,4.556574128006e+00
0.016,5.055532195037e-02,2.825172358632e-01,7.092133347067e-01,1.234402943078e+00,1.799555809039e+00,2.351179571829e+00,2.845396318923e+00,3.247542027331e+00,3.532167379722e+00,3.682937855030e+00
0.018,5.027109729728e-02,2.766979045193e-01,6.839886689153e-01,1.169466860544e+00,1.670742954134e+00,2.132857697213e+00,2.512947748560e+00,2.779793114782e+00,2.913738921137e+00,2.906462911937e+00
0.020,4.998767467932e-02,2.709393156737e-01,6.592244293315e-01,1.106310361019e+00,1.546815413466e+00,1.925476804840e+00,2.201880949578e+00,2.349919365672e+00,2.357565751254e+00,2.226418501096e+00
0.022,4.970505427965e-02,2.652415052663e-01,6.349212319867e-01,1.044936804559e+00,1.427782893352e+00,1.729051966459e+00,1.912192593483e+00,1.957814748046e+00,1.863229539943e+00,1.641640758312e+00
0.024,4.942323629893e-02,2.596045115732e-01,6.110797079559e-01,9.853494058967e-01,1.313653379331e+00,1.543589322976e+00,1.643847324132e+00,1.603281977493e+00,1.430090845854e+00,1.150491767616e+00
0.026,4.914222095500e-02,2.540283749413e-01,5.877004945114e-01,9.275511492648e-01,1.204432690725e+00,1.369084480269e+00,1.396773302805e+00,1.286022400711e+00,1.057269815823e+00,7.508286493048e-01
0.028,4.886200848252e-02,2.485131375260e-01,5.647842264559e-01,8.715447060003e-01,1.100124057020e+00,1.205521019294e+00,1.170858207567e+00,1.005627357834e+00,7.436310124809e-01,4.399828393796e-01
0.030,4.858259913264e-02,2.430588430313e-01,5.423315276357e-01,8.173323549684e-01,1.000727716564e+00,1.052869123083e+00,9.659456971061e-01,7.615710513806e-01,4.877724205258e-01,2.147495846064e-01
0.032,4.830399317271e-02,2.376655364537e-01,5.203430026376e-01,7.649159058591e-01,9.062405379980e-01,9.110843231460e-01,7.818323479367e-01,5.532049425253e-01,2.880186520092e-01,7.138757525387e-02
0.034,4.802619088590e-02,2.323332638281e-01,4.988192286701e-01,7.142966253996e-01,8.166556648915e-01,7.801063675682e-01,6.182650723140e-01,3.797536871932e-01,1.424183382724e-01,5.628529661055e-03
0.036,4.774919257088e-02,2.270620719774e-01,4.777607476323e-01,6.654751665330e-01,7.319621839941e-01,6.598582128379e-01,4.749390224243e-01,2.403126155975e-01,4.874566139900e-02,1.269643361251e-02
0.038,4.747299854149e-02,2.218520082643e-01,4.571680583715e-01,6.184515006109e-01,6.521448175107e-01,5.502451411972e-01,3.514959844858e-01,1.338467492966e-01,4.505941977913e-03,8.733602543681e-02
0.040,4.719760912645e-02,2.167031203470e-01,4.370416091335e-01,5.732248526455e-01,5.771836397784e-01,4.511540049666e-01,2.475232642729e-01,5.919133984440e-02,6.945163186754e-03,2.238500071107e-01
0.042,4.692302466898e-02,2.116154559372e-01,4.173817902052e-01,5.297936396684e-01,5.070538186897e-01,3.624525989594e-01,1.625530633348e-01,1.505390277041e-02,5.306327434066e-02,4.161443546491e-01
0.044,4.664924552649e-02,2.065890625616e-01,3.981889267551e-01,4.881554122408e-01,4.417253821718e-01,2.839891617260e-01,9.606234282403e-02,1.771010853427e-05,1.396310807210e-01,6.577809997665e-01
0.046,4.637627207025e-02,2.016239873258e-01,3.794632718714e-01,4.483067991568e-01,3.811630099908e-01,2.155920059665e-01,4.747316941569e-02,1.254669412306e-02,2.632104912676e-01,9.420370611346e-01
0.048,4.610410468511e-02,1.967202766822e-01,3.612049998008e-01,4.102434553826e-01,3.253258511075e-01,1.570692780301e-01,1.615353530533e-02,5.099170440502e-02,4.201778621400e-01,1.261969719290e+00
0.050,4.583274376910e-02,1.918779762001e-01,3.434141993913e-01,3.739600132688e-01,2.741673667603e-01,1.082088459817e-01,1.418641750748e-03,1.135980502534e-01,6.067501427384e-01,1.610485755943e+00
0.052,4.556218973317e-02,1.870971303394e-01,3.260908677401e-01,3.394500370726e-01,2.276351994067e-01,6.877831525979e-02,2.532633094615e-03,1.985142503440e-01,8.190135019970e-01,1.980414717445e+00
0.054,4.529244300083e-02,1.823777822273e-01,3.092349040485e-01,3.067059808226e-01,1.856710675932e-01,3.852517048811e-02,1.871076569493e-02,3.038019022404e-01,1.052954087047e+00,2.364584614680e+00
0.056,4.502350400785e-02,1.777199734380e-01,2.928461036882e-01,2.757191495567e-01,1.482106867771e-01,1.717704153135e-02,4.912199372242e-02,4.274465754302e-01,1.304490544087e+00,2.755899038525e+00
0.058,4.475537320195e-02,1.731237437762e-01,2.769241524789e-01,2.464796639592e-01,1.151837160568e-01,4.442091408389e-03,9.289195138125e-02,5.673696233755e-01,1.569507912806e+00,3.147414551970e+00
0.060,4.448805104244e-02,1.685891310626e-01,2.614686211800e-01,2.189764284201e-01,8.651373071495e-02,9.523201838284e-06,1.491063087933e-01,7.214408026512e-01,1.843892491299e+00,3.532417217486e+00
0.062,4.422153799994e-02,1.641161709237e-01,2.464789601995e-01,1.931971025363e-01,6.211822041360e-02,3.550202628587e-03,2.168144765772e-01,8.874915806848e-01,2.123567258270e+00,3.904497131360e+00
0.064,4.395583455606e-02,1.597048965847e-01,2.319544945206e-01,1.691280760698e-01,4.190861281804e-02,1.471739246835e-02,2.950336320715e-01,1.063329007994e+00,2.404527433635e+00,4.257619865558e+00
0.066,4.369094120306e-02,1.553553386647e-01,2.178944188490e-01,1.467544473721e-01,2.579032236565e-02,3.314759458878e-02,3.827530382138e-01,1.246750026201e+00,2.682875757565e+00,4.586193761787e+00
0.068,4.342685844355e-02,1.510675249764e-01,2.042977929823e-01,1.260600052844e-01,1.366282382922e-02,5.846149485904e-02,4.789386243132e-01,1.435556079533e+00,2.954857071466e+00,4.885132081426e+00
0.070,4.316358679020e-02,1.468414803286e-01,1.911635374030e-01,1.070272145123e-01,5.419750262032e-03,9.026500581168e-02,5.825377963563e-01,1.627567895093e+00,3.216891792577e+00,5.149909087938e+00
0.072,4.290112676538e-02,1.426772263316e-01,1.784904290976e-01,8.963720447504e-02,9.490148470230e-04,1.281504014988e-01,6.924844430778e-01,1.820640295812e+00,3.465607886527e+00,5.376609224488e+00
0.074,4.263947890088e-02,1.385747812066e-01,1.662770976024e-01,7.386976161951e-02,1.329561092703e-04,1.716975385940e-01,8.077041028289e-01,2.012676909896e+00,3.697870959305e+00,5.561968647416e+00
