x,deltaf_mode1,deltaf_mode2,deltaf_mode3,deltaf_mode4,deltaf_mode5,deltaf_mode6,deltaf_mode7,deltaf_mode8,deltaf_mode9,deltaf_mode10
0.000,2.360844593322e-03,1.479516076290e-02,4.142687627042e-02,8.118014166703e-02,1.341966014212e-01,2.004664842195e-01,2.799903912507e-01,3.727682529035e-01,4.788001483239e-01,5.980859982603e-01
0.002,2.347863624716e-03,1.451358386314e-02,4.013650151997e-02,7.764880739488e-02,1.267152612941e-01,1.868506594461e-01,2.575874573219e-01,3.384636105469e-01,4.290235105092e-01,5.288177049751e-01
0.004,2.334918442659e-03,1.423471234091e-02,3.886654527389e-02,7.419601796616e-02,1.194485771461e-01,1.737139419858e-01,2.361193653638e-01,3.058164408646e-01,3.819821830080e-01,4.638188116096e-01
0.006,2.322009048531e-03,1.395854652462e-02,3.761701451295e-02,7.082182415880e-02,1.123967705160e-01,1.610570444119e-01,2.155879867755e-01,2.748309960400e-01,3.376848316430e-01,4.031055418021e-01
0.008,2.309135444619e-03,1.368508694645e-02,3.638792032976e-02,6.752630494108e-02,1.055601780611e-01,1.488810228811e-01,1.959960212865e-01,2.455132324776e-01,2.961432109752e-01,3.466991369305e-01
0.010,2.296297634093e-03,1.341433432945e-02,3.517927747218e-02,6.430956273755e-02,9.893922452508e-02,1.371871688997e-01,1.773466546081e-01,2.178698955442e-01,2.573700072483e-01,2.946212475766e-01
0.012,2.283495621001e-03,1.314628957485e-02,3.399110389419e-02,6.117171880657e-02,9.253439654727e-02,1.259769053078e-01,1.596432322962e-01,1.919076558102e-01,2.213768231966e-01,2.468896747748e-01
0.014,2.270729410244e-03,1.288095374940e-02,3.282342031444e-02,5.811290873032e-02,8.634621732069e-02,1.152516865586e-01,1.428889502243e-01,1.676322983751e-01,1.881723099504e-01,2.035144760634e-01
0.016,2.257999007567e-03,1.261832807288e-02,3.167624978223e-02,5.513327801856e-02,8.037522211531e-02,1.050129033896e-01,1.270865621343e-01,1.450479670952e-01,1.577604519224e-01,1.644944528244e-01
0.018,2.245304419542e-03,1.235841390574e-02,3.054961725126e-02,5.223297782741e-02,7.462193468055e-02,9.526179198931e-02,1.122381047813e-01,1.241564656750e-01,1.301390108582e-01,1.298140357434e-01
0.020,2.232645653553e-03,1.210121273686e-02,2.944354916097e-02,4.941216079474e-02,6.908684454478e-02,8.599934777766e-02,9.834464121917e-02,1.049566176388e-01,1.052981352157e-01,9.944058453112e-02
0.022,2.220022717780e-03,1.184672617148e-02,2.835807302576e-02,4.667097699389e-02,6.377038523015e-02,7.722624391810e-02,8.540602278434e-02,8.744368718350e-02,8.321914073046e-02,7.332211644679e-02
