x,deltaf_mode1,deltaf_mode2,deltaf_mode3,deltaf_mode4,deltaf_mode5,deltaf_mode6,deltaf_mode7,deltaf_mode8,deltaf_mode9,deltaf_mode10
0.000,3.473677531366e-02,2.176916585717e-01,6.095429140160e-01,1.194460808219e+00,1.974529456369e+00,2.949605086226e+00,4.119696543504e+00,5.484802803963e+00,7.044925032134e+00,8.800062061933e+00
0.002,3.454577714669e-02,2.135486186071e-01,5.905567181844e-01,1.142501790876e+00,1.864451210739e+00,2.749265831706e+00,3.790066340630e+00,4.980054352020e+00,6.312526174316e+00,7.780868699094e+00
0.004,3.435530553251e-02,2.094453847744e-01,5.718709542407e-01,1.091698459335e+00,1.757531350262e+00,2.555976021751e+00,3.474191128483e+00,4.499693467154e+00,5.620373870649e+00,6.824494035188e+00
0.006,3.416536049144e-02,2.053819619058e-01,5.534857248982e-01,1.042051560728e+00,1.653773134598e+00,2.369746140955e+00,3.172098442282e+00,4.043782714743e+00,4.968595627511e+00,5.931176780072e+00
0.008,3.397594205710e-02,2.013583578314e-01,5.354011933702e-01,9.935622569715e-01,1.553181517220e+00,2.190591729297e+00,2.883828005053e+00,3.612409735579e+00,4.357364398067e+00,5.101229473156e+00
0.010,3.378705027617e-02,1.973745831905e-01,5.176175766522e-01,9.462320551098e-01,1.455762747687e+00,2.018531789625e+00,2.609426690420e+00,3.205673779010e+00,3.786866843988e+00,4.334970674752e+00
0.012,3.359868520817e-02,1.934306512431e-01,5.001351389141e-01,9.000627393030e-01,1.361523986263e+00,1.853587257189e+00,2.348943723913e+00,2.823672993854e+00,3.257273684504e+00,3.632662304064e+00
0.014,3.341084692524e-02,1.895265776851e-01,4.829541850038e-01,8.550563044677e-01,1.270472931059e+00,1.695779532389e+00,2.102426128677e+00,2.466492500369e+00,2.768712209811e+00,2.994452344761e+00
0.016,3.322353551191e-02,1.856623804640e-01,4.660750540621e-01,8.112148915916e-01,1.182617457880e+00,1.545129078126e+00,1.869914422461e+00,2.134193270045e+00,2.321241045392e+00,2.420323160732e+00
0.018,3.303675106486e-02,1.818380795971e-01,4.494981132502e-01,7.685407247416e-01,1.097965273022e+00,1.401654083318e+00,1.651438573486e+00,1.826801842056e+00,1.914827258223e+00,1.910045669644e+00
0.020,3.285049369275e-02,1.780536969914e-01,4.332237515906e-01,7.270360497868e-01,1.016523579261e+00,1.265369194281e+00,1.447014223213e+00,1.544300906088e+00,1.549325895606e+00,1.463139611852e+00
