x,deltaf_mode1,deltaf_mode2,deltaf_mode3,deltaf_mode4,deltaf_mode5,deltaf_mode6,deltaf_mode7,deltaf_mode8,deltaf_mode9,deltaf_mode10
0.000,7.137981969569e-03,4.473297016720e-02,1.252536048795e-01,2.454470697247e-01,4.057416248538e-01,6.061077268318e-01,8.465471933450e-01,1.127059813924e+00,1.447645827866e+00,1.808304995555e+00
0.002,7.098734185061e-03,4.388162618666e-02,1.213521741251e-01,2.347701279072e-01,3.831218933026e-01,5.649404632144e-01,7.788122230290e-01,1.023340187776e+00,1.297146830926e+00,1.598873239678e+00
0.004,7.059594600702e-03,4.303846187880e-02,1.175124784449e-01,2.243306653705e-01,3.611511712254e-01,5.252217741333e-01,7.139037348753e-01,9.246319080317e-01,1.154918008039e+00,1.402349957207e+00
0.006,7.020563220669e-03,4.220347823655e-02,1.137345389451e-01,2.141288356411e-01,3.398301284425e-01,4.869538140445e-01,6.518273870345e-01,8.309478311116e-01,1.020985560203e+00,1.218784200093e+00
0.008,6.981640051871e-03,4.137667686896e-02,1.100183891641e-01,2.041648774784e-01,3.191597828318e-01,4.501397762234e-01,5.925913421018e-01,7.423059661246e-01,8.953850271765e-01,1.048240191360e+00
0.010,6.942825103900e-03,4.055805996220e-02,1.063640736917e-01,1.944391005617e-01,2.991414186012e-01,4.147835655224e-01,5.362052320329e-01,6.587267075968e-01,7.781547656474e-01,8.907833912500e-01
0.012,6.904118388987e-03,3.974763024109e-02,1.027716468118e-01,1.849518715141e-01,2.797765070974e-01,3.808894838790e-01,4.826791720714e-01,5.802302239082e-01,6.693298563266e-01,7.464676209523e-01
0.014,6.865519921955e-03,3.894539093093e-02,9.924117116679e-02,1.757036002665e-01,2.610666301878e-01,3.484619288135e-01,4.320228248978e-01,5.068340062295e-01,5.689364557910e-01,6.153232892990e-01
0.016,6.827029720174e-03,3.815134571970e-02,9.577271644593e-02,1.666947267656e-01,2.430134062539e-01,3.175051052014e-01,3.842445164137e-01,4.385505834552e-01,4.769866108590e-01,4.973467722849e-01
0.018,6.788647803512e-03,3.736549872073e-02,9.236635809639e-02,1.579257080299e-01,2.256184188450e-01,2.880227506427e-01,3.393504047210e-01,3.753854090609e-01,3.934735541978e-01,3.924909962961e-01
0.020,6.750374194295e-03,3.658785443565e-02,8.902217605752e-02,1.493970055581e-01,2.088831480437e-01,2.600178747758e-01,2.973437039489e-01,3.173349259887e-01,3.183674998029e-01,3.006572738563e-01
0.022,6.712208917255e-03,3.581841771781e-02,8.574025351866e-02,1.411090730948e-01,1.928089045983e-01,2.334925129016e-01,2.582239646149e-01,2.643848156012e-01,2.516119560505e-01,2.216884358455e-01
0.024,6.674151999491e-03,3.505719373603e-02,8.252067570067e-02,1.330623447600e-01,1.773967668825e-01,2.084474942923e-01,2.219864121980e-01,2.165084364591e-01,1.931205722867e-01,1.553632968264e-01
0.026,6.636203470417e-03,3.430418793880e-02,7.936352866131e-02,1.252572235467e-01,1.626475207417e-01,1.848822255628e-01,1.886213455421e-01,1.736654581902e-01,1.427745324607e-01,1.013924806689e-01
